worker_id,shift,date,total_items_picked,total_errors,total_items_processed,shift_hours,pick_rate,error_rate
W0003,Night,2025-05-25,39.0,0,1,0.0,0.0,0.0
W0003,Night,2025-06-14,28.0,1,1,9.0,3.111111111111111,1.0
W0003,Night,2025-06-16,9.0,0,1,0.0,0.0,0.0
W0004,Evening,2025-04-01,23.0,0,1,0.0,0.0,0.0
W0004,Evening,2025-04-28,47.0,1,1,0.0,0.0,1.0
W0004,Morning,2025-01-24,10.0,1,1,0.0,0.0,1.0
W0004,Morning,2025-03-20,31.0,1,1,0.0,0.0,1.0
W0004,Morning,2025-03-31,34.0,0,1,0.0,0.0,0.0
W0004,Morning,2025-04-22,29.0,1,1,0.0,0.0,1.0
W0004,Morning,2025-04-27,5.0,0,1,0.0,0.0,0.0
W0004,Morning,2025-06-14,37.0,1,1,0.0,0.0,1.0
W0004,Morning,2025-06-29,36.0,1,1,0.0,0.0,1.0
W0004,Night,2025-01-29,44.0,0,1,0.0,0.0,0.0
W0005,Evening,2025-02-22,23.0,0,1,0.0,0.0,0.0
W0005,Morning,2025-02-12,34.0,0,1,0.0,0.0,0.0
W0005,Morning,2025-02-26,25.0,0,1,0.0,0.0,0.0
W0005,Morning,2025-04-30,28.0,0,1,0.0,0.0,0.0
W0005,Morning,2025-05-23,30.0,0,1,0.0,0.0,0.0
W0005,Morning,2025-06-15,13.0,0,1,0.0,0.0,0.0
W0005,Night,2025-01-23,38.0,1,1,0.0,0.0,1.0
W0005,Night,2025-03-02,19.0,1,1,0.0,0.0,1.0
W0005,Night,2025-03-09,7.0,1,1,0.0,0.0,1.0
W0005,Night,2025-06-17,49.0,1,1,0.0,0.0,1.0
W0006,Evening,2025-01-17,49.0,1,1,0.0,0.0,1.0
W0006,Evening,2025-02-24,11.0,1,1,0.0,0.0,1.0
W0006,Evening,2025-04-30,44.0,0,1,0.0,0.0,0.0
W0006,Morning,2025-01-02,45.0,0,1,0.0,0.0,0.0
W0006,Morning,2025-01-20,6.0,1,1,0.0,0.0,1.0
W0006,Morning,2025-03-06,26.0,1,1,0.0,0.0,1.0
W0006,Morning,2025-04-26,51.0,1,2,0.0,0.0,0.5
W0006,Morning,2025-05-18,6.0,0,1,0.0,0.0,0.0
W0006,Morning,2025-05-30,42.0,0,1,0.0,0.0,0.0
W0006,Morning,2025-06-07,6.0,0,1,0.0,0.0,0.0
W0006,Morning,2025-06-13,22.0,1,1,0.0,0.0,1.0
W0006,Morning,2025-06-20,44.0,0,1,0.0,0.0,0.0
W0006,Night,2025-02-24,24.0,0,1,0.0,0.0,0.0
W0006,Night,2025-05-22,23.0,1,1,0.0,0.0,1.0
W0006,Night,2025-05-30,5.0,0,1,0.0,0.0,0.0
W0006,Night,2025-06-17,41.0,1,1,0.0,0.0,1.0
W0007,Evening,2025-03-30,39.0,1,1,0.0,0.0,1.0
W0007,Morning,2025-01-16,23.0,1,1,0.0,0.0,1.0
W0007,Morning,2025-02-12,21.0,0,1,0.0,0.0,0.0
W0007,Morning,2025-02-27,22.0,0,1,0.0,0.0,0.0
W0007,Morning,2025-03-12,36.0,0,1,0.0,0.0,0.0
W0007,Morning,2025-03-30,45.0,1,1,0.0,0.0,1.0
W0007,Morning,2025-04-15,1.0,0,1,0.0,0.0,0.0
W0007,Morning,2025-04-16,26.0,1,1,0.0,0.0,1.0
W0007,Morning,2025-05-05,40.0,1,1,9.0,4.444444444444445,1.0
W0007,Morning,2025-05-15,38.0,0,1,0.0,0.0,0.0
W0007,Night,2025-03-04,41.0,0,1,0.0,0.0,0.0
W0007,Night,2025-05-31,31.0,0,1,0.0,0.0,0.0
W0008,Evening,2025-01-22,44.0,0,1,0.0,0.0,0.0
W0008,Evening,2025-01-28,16.0,0,1,0.0,0.0,0.0
W0008,Evening,2025-02-01,36.0,0,1,0.0,0.0,0.0
W0008,Evening,2025-03-24,35.0,1,1,0.0,0.0,1.0
W0008,Evening,2025-05-02,43.0,0,1,0.0,0.0,0.0
W0008,Evening,2025-05-10,3.0,1,1,0.0,0.0,1.0
W0008,Evening,2025-06-15,46.0,1,1,0.0,0.0,1.0
W0008,Morning,2025-02-04,39.0,0,1,0.0,0.0,0.0
W0008,Morning,2025-02-14,29.0,0,1,0.0,0.0,0.0
W0008,Morning,2025-02-26,20.0,0,1,0.0,0.0,0.0
W0008,Morning,2025-05-19,23.0,0,1,9.0,2.5555555555555554,0.0
W0008,Morning,2025-06-07,40.0,1,1,0.0,0.0,1.0
W0008,Morning,2025-06-11,18.0,0,1,0.0,0.0,0.0
W0008,Morning,2025-06-26,9.0,0,1,0.0,0.0,0.0
W0008,Morning,2025-06-29,29.0,0,2,0.0,0.0,0.0
W0008,Night,2025-01-16,26.0,0,1,0.0,0.0,0.0
W0008,Night,2025-02-12,14.0,1,1,0.0,0.0,1.0
W0008,Night,2025-02-23,49.0,0,1,8.0,6.125,0.0
W0008,Night,2025-02-27,18.0,0,1,0.0,0.0,0.0
W0009,Evening,2025-01-15,43.0,0,1,0.0,0.0,0.0
W0009,Evening,2025-02-26,15.0,0,1,0.0,0.0,0.0
W0009,Evening,2025-04-30,9.0,1,1,7.0,1.2857142857142858,1.0
W0009,Evening,2025-05-19,27.0,1,1,0.0,0.0,1.0
W0009,Evening,2025-05-23,44.0,0,1,0.0,0.0,0.0
W0009,Evening,2025-05-28,19.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-01-07,48.0,1,1,0.0,0.0,1.0
W0009,Morning,2025-02-15,44.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-03-13,38.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-03-24,35.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-04-05,49.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-04-19,39.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-04-20,11.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-04-21,15.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-05-05,6.0,0,1,0.0,0.0,0.0
W0009,Morning,2025-05-06,44.0,1,1,0.0,0.0,1.0
W0009,Morning,2025-05-11,3.0,1,1,0.0,0.0,1.0
W0009,Morning,2025-05-24,41.0,0,1,0.0,0.0,0.0
W0009,Night,2025-01-07,6.0,0,1,0.0,0.0,0.0
W0009,Night,2025-02-03,1.0,1,1,0.0,0.0,1.0
W0009,Night,2025-05-01,25.0,0,1,0.0,0.0,0.0
W0009,Night,2025-05-13,17.0,0,1,0.0,0.0,0.0
W0010,Evening,2025-01-14,44.0,0,1,0.0,0.0,0.0
W0010,Evening,2025-04-23,42.0,0,1,0.0,0.0,0.0
W0010,Evening,2025-05-16,27.0,0,1,0.0,0.0,0.0
W0010,Evening,2025-06-06,44.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-01-02,32.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-01-04,15.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-02-05,19.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-02-10,20.0,0,1,7.0,2.857142857142857,0.0
W0010,Morning,2025-02-20,42.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-03-04,29.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-04-12,17.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-04-20,27.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-05-07,30.0,1,1,0.0,0.0,1.0
W0010,Morning,2025-05-12,39.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-05-24,18.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-05-25,21.0,1,1,0.0,0.0,1.0
W0010,Morning,2025-06-05,3.0,0,1,0.0,0.0,0.0
W0010,Morning,2025-06-13,24.0,0,1,0.0,0.0,0.0
W0010,Night,2025-01-27,6.0,1,1,0.0,0.0,1.0
W0010,Night,2025-01-30,8.0,0,1,0.0,0.0,0.0
W0010,Night,2025-04-12,49.0,0,1,0.0,0.0,0.0
W0010,Night,2025-04-24,1.0,0,1,0.0,0.0,0.0
W0010,Night,2025-05-26,48.0,0,1,0.0,0.0,0.0
W0011,Evening,2025-01-28,29.0,0,1,0.0,0.0,0.0
W0011,Evening,2025-06-11,22.0,1,1,0.0,0.0,1.0
W0011,Morning,2025-01-12,11.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-01-15,40.0,1,1,0.0,0.0,1.0
W0011,Morning,2025-01-16,35.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-01-27,6.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-02-09,34.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-02-25,3.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-03-10,25.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-03-18,31.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-04-04,14.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-04-12,31.0,0,1,0.0,0.0,0.0
W0011,Morning,2025-04-15,7.0,1,1,0.0,0.0,1.0
W0011,Morning,2025-04-19,38.0,0,1,0.0,0.0,0.0
W0011,Night,2025-02-23,33.0,0,1,0.0,0.0,0.0
W0011,Night,2025-02-28,6.0,0,1,0.0,0.0,0.0
W0011,Night,2025-05-01,33.0,0,1,0.0,0.0,0.0
W0011,Night,2025-05-17,22.0,0,1,0.0,0.0,0.0
W0012,Evening,2025-02-06,9.0,0,1,0.0,0.0,0.0
W0012,Evening,2025-02-17,30.0,0,1,0.0,0.0,0.0
W0012,Evening,2025-02-23,11.0,0,1,0.0,0.0,0.0
W0012,Evening,2025-03-31,47.0,0,1,0.0,0.0,0.0
W0012,Evening,2025-04-16,3.0,0,1,0.0,0.0,0.0
W0012,Evening,2025-04-29,70.0,1,2,0.0,0.0,0.5
W0012,Evening,2025-06-17,3.0,0,1,0.0,0.0,0.0
W0012,Evening,2025-06-18,3.0,1,1,0.0,0.0,1.0
W0012,Morning,2025-01-14,32.0,1,1,0.0,0.0,1.0
W0012,Morning,2025-01-28,5.0,0,1,0.0,0.0,0.0
W0012,Morning,2025-02-15,29.0,0,1,0.0,0.0,0.0
W0012,Morning,2025-03-12,34.0,0,1,0.0,0.0,0.0
W0012,Morning,2025-04-22,21.0,1,1,0.0,0.0,1.0
W0012,Morning,2025-04-25,33.0,0,1,0.0,0.0,0.0
W0012,Morning,2025-06-08,44.0,0,1,0.0,0.0,0.0
W0012,Morning,2025-06-09,12.0,0,1,0.0,0.0,0.0
W0012,Night,2025-01-25,39.0,0,1,7.0,5.571428571428571,0.0
W0012,Night,2025-01-27,14.0,0,1,0.0,0.0,0.0
W0012,Night,2025-04-21,2.0,0,1,0.0,0.0,0.0
W0012,Night,2025-06-18,36.0,0,1,0.0,0.0,0.0
W0013,Evening,2025-03-06,30.0,0,1,0.0,0.0,0.0
W0013,Evening,2025-03-22,6.0,0,1,0.0,0.0,0.0
W0013,Evening,2025-06-26,27.0,0,1,0.0,0.0,0.0
W0013,Morning,2025-02-08,29.0,0,1,0.0,0.0,0.0
W0013,Morning,2025-03-09,15.0,0,1,0.0,0.0,0.0
W0013,Morning,2025-03-11,39.0,0,1,0.0,0.0,0.0
W0013,Morning,2025-03-19,25.0,0,1,0.0,0.0,0.0
W0013,Morning,2025-03-27,24.0,1,1,0.0,0.0,1.0
W0013,Morning,2025-04-02,40.0,0,1,0.0,0.0,0.0
W0013,Morning,2025-04-24,4.0,0,1,0.0,0.0,0.0
W0013,Night,2025-01-10,12.0,0,1,0.0,0.0,0.0
W0013,Night,2025-01-24,33.0,0,1,0.0,0.0,0.0
W0013,Night,2025-02-24,43.0,1,1,8.0,5.375,1.0
W0013,Night,2025-03-07,27.0,0,1,0.0,0.0,0.0
W0013,Night,2025-04-22,27.0,1,1,7.0,3.857142857142857,1.0
W0013,Night,2025-05-23,2.0,0,1,0.0,0.0,0.0
W0014,Evening,2025-01-11,8.0,0,1,0.0,0.0,0.0
W0014,Evening,2025-02-26,7.0,0,1,0.0,0.0,0.0
W0014,Evening,2025-03-17,39.0,0,1,0.0,0.0,0.0
W0014,Evening,2025-04-17,20.0,1,1,0.0,0.0,1.0
W0014,Evening,2025-04-21,34.0,0,1,0.0,0.0,0.0
W0014,Evening,2025-04-22,38.0,0,1,0.0,0.0,0.0
W0014,Evening,2025-05-06,5.0,0,1,0.0,0.0,0.0
W0014,Morning,2025-01-02,13.0,0,1,0.0,0.0,0.0
W0014,Morning,2025-01-04,9.0,0,1,0.0,0.0,0.0
W0014,Morning,2025-01-19,39.0,0,1,0.0,0.0,0.0
W0014,Morning,2025-02-25,18.0,0,1,0.0,0.0,0.0
W0014,Morning,2025-03-26,48.0,0,1,0.0,0.0,0.0
W0014,Morning,2025-05-12,41.0,0,1,0.0,0.0,0.0
W0014,Morning,2025-05-15,8.0,0,1,0.0,0.0,0.0
W0014,Night,2025-01-21,43.0,1,2,0.0,0.0,0.5
W0014,Night,2025-03-07,18.0,0,1,0.0,0.0,0.0
W0014,Night,2025-04-22,33.0,0,1,0.0,0.0,0.0
W0014,Night,2025-05-23,19.0,1,1,0.0,0.0,1.0
W0015,Evening,2025-03-08,28.0,0,1,0.0,0.0,0.0
W0015,Evening,2025-06-16,43.0,1,1,0.0,0.0,1.0
W0015,Morning,2025-02-19,20.0,0,1,0.0,0.0,0.0
W0015,Morning,2025-02-20,11.0,1,1,0.0,0.0,1.0
W0015,Morning,2025-03-04,15.0,0,1,0.0,0.0,0.0
W0015,Morning,2025-03-10,9.0,0,1,0.0,0.0,0.0
W0015,Morning,2025-03-21,18.0,1,1,0.0,0.0,1.0
W0015,Morning,2025-03-31,87.0,1,2,0.0,0.0,0.5
W0015,Morning,2025-04-02,43.0,0,1,0.0,0.0,0.0
W0015,Morning,2025-06-13,3.0,0,1,0.0,0.0,0.0
W0015,Night,2025-01-06,42.0,0,1,0.0,0.0,0.0
W0015,Night,2025-04-03,47.0,0,1,0.0,0.0,0.0
W0015,Night,2025-05-17,13.0,0,1,0.0,0.0,0.0
W0015,Night,2025-06-17,24.0,0,1,0.0,0.0,0.0
W0016,Evening,2025-01-26,41.0,0,1,0.0,0.0,0.0
W0016,Evening,2025-02-06,9.0,1,1,0.0,0.0,1.0
W0016,Evening,2025-02-09,45.0,1,1,0.0,0.0,1.0
W0016,Evening,2025-03-18,38.0,0,1,0.0,0.0,0.0
W0016,Evening,2025-04-26,47.0,0,1,0.0,0.0,0.0
W0016,Evening,2025-05-17,6.0,1,1,0.0,0.0,1.0
W0016,Evening,2025-06-11,33.0,0,1,0.0,0.0,0.0
W0016,Morning,2025-01-20,26.0,1,1,0.0,0.0,1.0
W0016,Morning,2025-01-29,30.0,1,1,0.0,0.0,1.0
W0016,Morning,2025-03-03,21.0,0,1,0.0,0.0,0.0
W0016,Morning,2025-03-13,3.0,0,1,0.0,0.0,0.0
W0016,Morning,2025-03-14,17.0,0,1,0.0,0.0,0.0
W0016,Morning,2025-03-28,15.0,1,1,0.0,0.0,1.0
W0016,Morning,2025-04-27,24.0,0,1,0.0,0.0,0.0
W0016,Morning,2025-05-10,35.0,0,1,0.0,0.0,0.0
W0016,Morning,2025-05-24,29.0,1,1,0.0,0.0,1.0
W0016,Morning,2025-06-04,48.0,1,1,0.0,0.0,1.0
W0016,Morning,2025-06-17,39.0,0,1,0.0,0.0,0.0
W0016,Night,2025-01-03,37.0,0,1,0.0,0.0,0.0
W0016,Night,2025-02-07,12.0,1,1,0.0,0.0,1.0
W0016,Night,2025-03-18,13.0,0,1,0.0,0.0,0.0
W0016,Night,2025-05-14,47.0,1,1,0.0,0.0,1.0
W0016,Night,2025-06-25,37.0,1,1,0.0,0.0,1.0
W0017,Evening,2025-02-16,14.0,1,1,0.0,0.0,1.0
W0017,Evening,2025-02-19,35.0,0,1,0.0,0.0,0.0
W0017,Evening,2025-05-21,19.0,0,1,0.0,0.0,0.0
W0017,Morning,2025-01-20,10.0,0,1,0.0,0.0,0.0
W0017,Morning,2025-03-31,48.0,0,1,0.0,0.0,0.0
W0017,Morning,2025-04-04,33.0,0,1,0.0,0.0,0.0
W0017,Morning,2025-04-27,35.0,1,1,0.0,0.0,1.0
W0017,Morning,2025-05-25,14.0,0,1,0.0,0.0,0.0
W0017,Morning,2025-06-11,31.0,1,1,0.0,0.0,1.0
W0017,Night,2025-02-15,19.0,1,1,0.0,0.0,1.0
W0017,Night,2025-05-12,15.0,0,1,10.0,1.5,0.0
W0017,Night,2025-05-18,44.0,0,1,0.0,0.0,0.0
W0017,Night,2025-06-25,22.0,0,1,0.0,0.0,0.0
W0018,Evening,2025-01-14,32.0,0,1,0.0,0.0,0.0
W0018,Evening,2025-01-15,14.0,0,1,0.0,0.0,0.0
W0018,Evening,2025-03-17,23.0,0,1,0.0,0.0,0.0
W0018,Evening,2025-04-15,18.0,1,1,0.0,0.0,1.0
W0018,Evening,2025-05-12,43.0,1,1,0.0,0.0,1.0
W0018,Evening,2025-05-14,18.0,0,1,0.0,0.0,0.0
W0018,Morning,2025-01-31,48.0,1,1,0.0,0.0,1.0
W0018,Morning,2025-02-27,30.0,0,1,0.0,0.0,0.0
W0018,Morning,2025-03-11,15.0,0,1,0.0,0.0,0.0
W0018,Morning,2025-05-02,34.0,0,1,0.0,0.0,0.0
W0018,Morning,2025-05-03,11.0,0,1,0.0,0.0,0.0
W0018,Morning,2025-05-11,39.0,1,1,0.0,0.0,1.0
W0018,Morning,2025-05-15,20.0,0,1,0.0,0.0,0.0
W0018,Night,2025-03-04,16.0,0,1,0.0,0.0,0.0
W0018,Night,2025-03-17,1.0,0,1,0.0,0.0,0.0
W0018,Night,2025-05-12,8.0,0,1,0.0,0.0,0.0
W0018,Night,2025-06-20,20.0,0,1,0.0,0.0,0.0
W0019,Evening,2025-03-01,38.0,0,1,0.0,0.0,0.0
W0019,Evening,2025-03-22,19.0,1,1,0.0,0.0,1.0
W0019,Evening,2025-04-13,10.0,0,1,0.0,0.0,0.0
W0019,Evening,2025-05-20,48.0,0,1,0.0,0.0,0.0
W0019,Evening,2025-06-25,13.0,0,1,0.0,0.0,0.0
W0019,Morning,2025-01-29,4.0,1,1,0.0,0.0,1.0
W0019,Morning,2025-02-25,23.0,0,1,0.0,0.0,0.0
W0019,Morning,2025-03-11,31.0,1,1,0.0,0.0,1.0
W0019,Morning,2025-05-30,24.0,1,1,0.0,0.0,1.0
W0019,Night,2025-01-28,42.0,0,1,0.0,0.0,0.0
W0019,Night,2025-03-27,33.0,0,1,0.0,0.0,0.0
W0019,Night,2025-06-01,8.0,1,1,0.0,0.0,1.0
W0019,Night,2025-06-28,44.0,0,1,0.0,0.0,0.0
W0020,Evening,2025-06-20,6.0,0,1,0.0,0.0,0.0
W0020,Morning,2025-01-18,5.0,1,1,0.0,0.0,1.0
W0020,Morning,2025-01-20,8.0,1,1,0.0,0.0,1.0
W0020,Morning,2025-03-18,35.0,0,1,0.0,0.0,0.0
W0020,Morning,2025-04-20,27.0,0,1,0.0,0.0,0.0
W0020,Morning,2025-05-08,20.0,0,1,0.0,0.0,0.0
W0020,Morning,2025-05-09,24.0,0,1,0.0,0.0,0.0
W0020,Morning,2025-05-13,2.0,0,1,0.0,0.0,0.0
W0020,Morning,2025-05-22,31.0,0,1,0.0,0.0,0.0
W0020,Night,2025-02-28,30.0,0,1,0.0,0.0,0.0
W0020,Night,2025-06-06,6.0,0,1,0.0,0.0,0.0
W0021,Evening,2025-02-22,13.0,0,1,0.0,0.0,0.0
W0021,Evening,2025-03-10,49.0,0,1,0.0,0.0,0.0
W0021,Evening,2025-03-21,22.0,0,1,0.0,0.0,0.0
W0021,Evening,2025-05-07,9.0,1,1,0.0,0.0,1.0
W0021,Evening,2025-05-31,39.0,0,1,0.0,0.0,0.0
W0021,Evening,2025-06-10,21.0,0,1,0.0,0.0,0.0
W0021,Evening,2025-06-14,5.0,0,1,0.0,0.0,0.0
W0021,Morning,2025-01-22,32.0,1,1,0.0,0.0,1.0
W0021,Morning,2025-01-28,5.0,0,1,0.0,0.0,0.0
W0021,Morning,2025-02-28,35.0,0,1,0.0,0.0,0.0
W0021,Morning,2025-03-17,3.0,0,1,0.0,0.0,0.0
W0021,Morning,2025-03-21,24.0,0,1,0.0,0.0,0.0
W0021,Morning,2025-03-28,27.0,0,1,0.0,0.0,0.0
W0021,Morning,2025-04-26,44.0,0,1,0.0,0.0,0.0
W0021,Morning,2025-05-24,36.0,0,1,0.0,0.0,0.0
W0021,Morning,2025-06-24,41.0,1,1,0.0,0.0,1.0
W0021,Night,2025-02-21,26.0,0,1,0.0,0.0,0.0
W0021,Night,2025-03-08,49.0,0,1,0.0,0.0,0.0
W0021,Night,2025-04-09,17.0,0,1,0.0,0.0,0.0
W0021,Night,2025-05-17,2.0,0,1,0.0,0.0,0.0
W0021,Night,2025-06-22,27.0,0,1,0.0,0.0,0.0
W0022,Evening,2025-01-26,17.0,1,1,0.0,0.0,1.0
W0022,Evening,2025-02-22,26.0,1,1,0.0,0.0,1.0
W0022,Evening,2025-03-07,40.0,0,1,0.0,0.0,0.0
W0022,Evening,2025-04-06,10.0,0,1,0.0,0.0,0.0
W0022,Evening,2025-05-04,18.0,0,1,0.0,0.0,0.0
W0022,Evening,2025-05-16,26.0,1,1,0.0,0.0,1.0
W0022,Evening,2025-05-20,19.0,0,1,0.0,0.0,0.0
W0022,Evening,2025-05-22,44.0,0,1,0.0,0.0,0.0
W0022,Evening,2025-06-07,48.0,0,1,0.0,0.0,0.0
W0022,Evening,2025-06-16,11.0,0,1,0.0,0.0,0.0
W0022,Morning,2025-01-11,30.0,1,1,0.0,0.0,1.0
W0022,Morning,2025-01-16,27.0,0,1,0.0,0.0,0.0
W0022,Morning,2025-01-18,24.0,0,1,0.0,0.0,0.0
W0022,Morning,2025-01-26,40.0,1,1,0.0,0.0,1.0
W0022,Morning,2025-02-13,42.0,0,1,0.0,0.0,0.0
W0022,Morning,2025-04-11,38.0,0,1,0.0,0.0,0.0
W0022,Morning,2025-04-20,22.0,0,1,0.0,0.0,0.0
W0022,Morning,2025-04-24,41.0,1,1,0.0,0.0,1.0
W0022,Morning,2025-05-01,44.0,0,1,0.0,0.0,0.0
W0022,Night,2025-05-15,49.0,0,1,0.0,0.0,0.0
W0022,Night,2025-06-16,24.0,1,1,8.0,3.0,1.0
W0022,Night,2025-06-22,23.0,0,1,0.0,0.0,0.0
W0023,Evening,2025-01-26,18.0,0,1,0.0,0.0,0.0
W0023,Evening,2025-03-08,27.0,0,1,0.0,0.0,0.0
W0023,Evening,2025-03-26,9.0,0,1,0.0,0.0,0.0
W0023,Morning,2025-01-20,14.0,0,1,0.0,0.0,0.0
W0023,Morning,2025-03-02,21.0,0,1,0.0,0.0,0.0
W0023,Morning,2025-04-11,48.0,0,1,0.0,0.0,0.0
W0023,Morning,2025-04-12,47.0,0,1,0.0,0.0,0.0
W0023,Morning,2025-05-04,37.0,1,1,0.0,0.0,1.0
W0023,Morning,2025-05-29,14.0,0,1,0.0,0.0,0.0
W0023,Morning,2025-06-08,13.0,1,1,0.0,0.0,1.0
W0023,Night,2025-02-07,17.0,0,1,0.0,0.0,0.0
W0023,Night,2025-03-31,37.0,0,1,0.0,0.0,0.0
W0023,Night,2025-05-01,46.0,1,1,0.0,0.0,1.0
W0024,Evening,2025-01-20,35.0,0,1,0.0,0.0,0.0
W0024,Evening,2025-02-23,34.0,0,1,0.0,0.0,0.0
W0024,Morning,2025-01-24,31.0,0,1,0.0,0.0,0.0
W0024,Morning,2025-03-17,25.0,0,1,0.0,0.0,0.0
W0024,Morning,2025-03-20,24.0,1,1,0.0,0.0,1.0
W0024,Morning,2025-06-06,8.0,1,1,0.0,0.0,1.0
W0024,Morning,2025-06-08,28.0,1,1,0.0,0.0,1.0
W0024,Morning,2025-06-23,46.0,0,1,0.0,0.0,0.0
W0024,Night,2025-02-04,21.0,0,1,0.0,0.0,0.0
W0024,Night,2025-04-11,24.0,0,1,0.0,0.0,0.0
W0024,Night,2025-06-22,13.0,0,1,0.0,0.0,0.0
W0025,Evening,2025-02-17,32.0,1,1,0.0,0.0,1.0
W0025,Evening,2025-02-27,43.0,0,1,0.0,0.0,0.0
W0025,Evening,2025-03-05,16.0,0,1,0.0,0.0,0.0
W0025,Evening,2025-04-11,47.0,0,1,0.0,0.0,0.0
W0025,Evening,2025-04-21,37.0,1,1,0.0,0.0,1.0
W0025,Evening,2025-05-17,26.0,0,1,0.0,0.0,0.0
W0025,Morning,2025-01-04,20.0,1,1,0.0,0.0,1.0
W0025,Morning,2025-01-12,17.0,0,1,0.0,0.0,0.0
W0025,Morning,2025-01-21,40.0,0,1,0.0,0.0,0.0
W0025,Morning,2025-02-01,1.0,1,1,0.0,0.0,1.0
W0025,Morning,2025-03-23,26.0,0,1,0.0,0.0,0.0
W0025,Morning,2025-05-29,24.0,1,1,0.0,0.0,1.0
