worker_id,date,total_pick,total_error,operations,shift_hours,pick_rate,error_rate
W0009,2025-02-03,1.0,1,1,0.0,0.0,1.0
W0009,2025-04-30,9.0,1,1,7.0,1.2857142857142858,1.0
W0009,2025-05-06,44.0,1,1,0.0,0.0,1.0
W0009,2025-05-11,3.0,1,1,0.0,0.0,1.0
W0009,2025-05-19,27.0,1,1,0.0,0.0,1.0
W0010,2025-01-27,6.0,1,1,10.0,0.6,1.0
W0010,2025-05-07,30.0,1,1,0.0,0.0,1.0
W0010,2025-05-25,21.0,1,1,0.0,0.0,1.0
W0011,2025-01-15,40.0,1,1,0.0,0.0,1.0
W0011,2025-04-15,7.0,1,1,0.0,0.0,1.0
W0011,2025-06-11,22.0,1,1,0.0,0.0,1.0
W0012,2025-01-14,32.0,1,1,0.0,0.0,1.0
W0012,2025-04-22,21.0,1,1,0.0,0.0,1.0
W0012,2025-04-29,70.0,1,2,16.0,4.375,0.5
W0012,2025-06-18,39.0,1,2,0.0,0.0,0.5
W0013,2025-02-24,43.0,1,1,8.0,5.375,1.0
W0013,2025-03-27,24.0,1,1,0.0,0.0,1.0
W0013,2025-04-22,27.0,1,1,7.0,3.857142857142857,1.0
W0014,2025-01-21,43.0,1,2,0.0,0.0,0.5
W0014,2025-04-17,20.0,1,1,0.0,0.0,1.0
W0014,2025-05-23,19.0,1,1,0.0,0.0,1.0
W0015,2025-02-20,11.0,1,1,6.0,1.8333333333333333,1.0
W0015,2025-03-21,18.0,1,1,0.0,0.0,1.0
W0015,2025-03-31,87.0,1,2,0.0,0.0,0.5
W0015,2025-06-16,43.0,1,1,0.0,0.0,1.0
W0016,2025-01-20,26.0,1,1,0.0,0.0,1.0
W0016,2025-01-29,30.0,1,1,0.0,0.0,1.0
W0016,2025-02-06,9.0,1,1,0.0,0.0,1.0
W0016,2025-02-07,12.0,1,1,0.0,0.0,1.0
W0016,2025-02-09,45.0,1,1,10.0,4.5,1.0
W0016,2025-03-28,15.0,1,1,0.0,0.0,1.0
W0016,2025-05-14,47.0,1,1,0.0,0.0,1.0
W0016,2025-05-17,6.0,1,1,0.0,0.0,1.0
W0016,2025-05-24,29.0,1,1,0.0,0.0,1.0
W0016,2025-06-04,48.0,1,1,0.0,0.0,1.0
W0016,2025-06-25,37.0,1,1,0.0,0.0,1.0
W0017,2025-02-15,19.0,1,1,0.0,0.0,1.0
W0017,2025-02-16,14.0,1,1,0.0,0.0,1.0
W0017,2025-04-27,35.0,1,1,0.0,0.0,1.0
W0017,2025-06-11,31.0,1,1,0.0,0.0,1.0
W0018,2025-01-31,48.0,1,1,0.0,0.0,1.0
W0018,2025-04-15,18.0,1,1,0.0,0.0,1.0
W0018,2025-05-11,39.0,1,1,7.0,5.571428571428571,1.0
W0018,2025-05-12,51.0,1,2,0.0,0.0,0.5
W0019,2025-01-29,4.0,1,1,0.0,0.0,1.0
W0019,2025-03-11,31.0,1,1,0.0,0.0,1.0
W0019,2025-03-22,19.0,1,1,0.0,0.0,1.0
W0019,2025-05-30,24.0,1,1,0.0,0.0,1.0
W0019,2025-06-01,8.0,1,1,0.0,0.0,1.0
W0020,2025-01-18,5.0,1,1,0.0,0.0,1.0
W0020,2025-01-20,8.0,1,1,0.0,0.0,1.0
W0021,2025-01-22,32.0,1,1,0.0,0.0,1.0
W0021,2025-05-07,9.0,1,1,0.0,0.0,1.0
W0021,2025-06-24,41.0,1,1,0.0,0.0,1.0
W0022,2025-01-11,30.0,1,1,0.0,0.0,1.0
W0022,2025-01-26,57.0,2,2,0.0,0.0,1.0
W0022,2025-02-22,26.0,1,1,0.0,0.0,1.0
W0022,2025-04-24,41.0,1,1,8.0,5.125,1.0
W0022,2025-05-16,26.0,1,1,0.0,0.0,1.0
W0022,2025-06-16,35.0,1,2,8.0,4.375,0.5
W0023,2025-05-01,46.0,1,1,7.0,6.571428571428571,1.0
W0023,2025-05-04,37.0,1,1,0.0,0.0,1.0
W0023,2025-06-08,13.0,1,1,0.0,0.0,1.0
W0024,2025-03-20,24.0,1,1,0.0,0.0,1.0
W0024,2025-06-06,8.0,1,1,0.0,0.0,1.0
W0024,2025-06-08,28.0,1,1,0.0,0.0,1.0
W0025,2025-01-04,20.0,1,1,0.0,0.0,1.0
W0025,2025-02-01,1.0,1,1,0.0,0.0,1.0
W0025,2025-02-17,32.0,1,1,0.0,0.0,1.0
W0025,2025-03-27,11.0,1,1,0.0,0.0,1.0
W0025,2025-04-21,37.0,1,1,0.0,0.0,1.0
W0025,2025-04-30,8.0,1,1,0.0,0.0,1.0
W0025,2025-05-29,24.0,1,1,0.0,0.0,1.0
W0026,2025-02-07,6.0,1,1,0.0,0.0,1.0
W0026,2025-02-23,29.0,1,1,9.0,3.2222222222222223,1.0
W0026,2025-03-08,32.0,1,2,8.0,4.0,0.5
W0026,2025-03-10,26.0,1,1,0.0,0.0,1.0
W0026,2025-03-21,11.0,1,1,0.0,0.0,1.0
W0026,2025-06-13,24.0,1,1,0.0,0.0,1.0
W0027,2025-01-03,25.0,1,1,0.0,0.0,1.0
W0027,2025-01-15,17.0,1,1,0.0,0.0,1.0
W0027,2025-02-22,23.0,1,2,0.0,0.0,0.5
W0027,2025-05-24,27.0,1,1,0.0,0.0,1.0
W0028,2025-02-12,23.0,1,1,0.0,0.0,1.0
W0028,2025-03-04,14.0,1,1,0.0,0.0,1.0
W0028,2025-06-14,20.0,1,1,0.0,0.0,1.0
W0029,2025-01-30,17.0,1,1,0.0,0.0,1.0
W0029,2025-02-09,1.0,1,1,0.0,0.0,1.0
W0029,2025-02-24,10.0,1,1,0.0,0.0,1.0
W0029,2025-03-11,23.0,1,1,6.0,3.8333333333333335,1.0
W0029,2025-03-25,22.0,1,1,0.0,0.0,1.0
W0030,2025-06-01,30.0,1,1,0.0,0.0,1.0
W0031,2025-01-21,35.0,1,1,0.0,0.0,1.0
W0031,2025-04-02,25.0,1,1,0.0,0.0,1.0
W0032,2025-03-27,22.0,1,1,0.0,0.0,1.0
W0032,2025-05-24,9.0,1,1,0.0,0.0,1.0
W0032,2025-06-20,37.0,1,1,0.0,0.0,1.0
W0032,2025-06-23,24.0,1,1,8.0,3.0,1.0
W0033,2025-01-20,47.0,1,1,0.0,0.0,1.0
W0033,2025-02-11,13.0,1,1,0.0,0.0,1.0
W0033,2025-05-04,7.0,1,1,8.0,0.875,1.0
W0033,2025-06-03,27.0,1,1,0.0,0.0,1.0
W0034,2025-02-16,26.0,1,1,0.0,0.0,1.0
W0034,2025-04-29,15.0,1,1,0.0,0.0,1.0
W0034,2025-04-30,14.0,1,1,7.0,2.0,1.0
W0035,2025-02-02,18.0,1,1,0.0,0.0,1.0
W0035,2025-05-16,50.0,2,2,0.0,0.0,1.0
W0036,2025-02-19,22.0,1,1,0.0,0.0,1.0
W0036,2025-03-10,27.0,1,1,0.0,0.0,1.0
W0036,2025-04-14,25.0,1,2,0.0,0.0,0.5
W0037,2025-02-20,43.0,1,1,8.0,5.375,1.0
W0037,2025-03-13,46.0,1,1,0.0,0.0,1.0
W0037,2025-05-02,16.0,1,1,0.0,0.0,1.0
W0037,2025-06-05,1.0,1,1,0.0,0.0,1.0
W0038,2025-02-02,12.0,1,1,0.0,0.0,1.0
W0038,2025-03-17,10.0,1,1,0.0,0.0,1.0
W0038,2025-03-18,44.0,1,1,0.0,0.0,1.0
W0038,2025-05-16,30.0,1,1,0.0,0.0,1.0
W0038,2025-05-24,45.0,1,1,0.0,0.0,1.0
W0038,2025-06-07,27.0,1,1,0.0,0.0,1.0
W0038,2025-06-21,32.0,1,1,0.0,0.0,1.0
W0039,2025-01-24,45.0,1,1,0.0,0.0,1.0
W0040,2025-01-31,43.0,1,1,0.0,0.0,1.0
W0040,2025-05-05,3.0,1,1,0.0,0.0,1.0
W0040,2025-06-05,11.0,1,1,7.0,1.5714285714285714,1.0
W0041,2025-03-20,11.0,1,1,0.0,0.0,1.0
W0041,2025-06-07,48.0,1,1,0.0,0.0,1.0
W0042,2025-01-17,32.0,1,1,0.0,0.0,1.0
W0042,2025-02-14,16.0,1,1,0.0,0.0,1.0
W0042,2025-02-22,41.0,1,1,0.0,0.0,1.0
W0042,2025-04-08,44.0,1,2,0.0,0.0,0.5
W0042,2025-05-14,21.0,1,1,0.0,0.0,1.0
W0043,2025-01-06,9.0,1,1,0.0,0.0,1.0
W0043,2025-02-24,15.0,1,1,8.0,1.875,1.0
W0043,2025-04-19,25.0,1,1,0.0,0.0,1.0
W0044,2025-03-02,95.0,1,2,0.0,0.0,0.5
W0044,2025-03-03,49.0,1,1,10.0,4.9,1.0
W0044,2025-03-08,29.0,1,1,0.0,0.0,1.0
W0044,2025-03-19,5.0,1,1,0.0,0.0,1.0
W0044,2025-03-31,16.0,1,1,0.0,0.0,1.0
W0044,2025-05-11,48.0,1,1,8.0,6.0,1.0
W0045,2025-01-29,31.0,1,1,0.0,0.0,1.0
W0045,2025-01-31,37.0,1,1,0.0,0.0,1.0
W0045,2025-02-27,6.0,1,1,0.0,0.0,1.0
W0045,2025-06-01,18.0,1,1,0.0,0.0,1.0
W0046,2025-01-06,13.0,1,1,0.0,0.0,1.0
W0046,2025-02-25,33.0,1,1,6.0,5.5,1.0
W0046,2025-03-28,27.0,1,1,0.0,0.0,1.0
W0046,2025-05-26,25.0,1,1,0.0,0.0,1.0
W0047,2025-04-20,55.0,1,3,0.0,0.0,0.3333333333333333
W0047,2025-05-24,48.0,1,2,0.0,0.0,0.5
W0048,2025-02-04,17.0,1,1,0.0,0.0,1.0
W0048,2025-03-08,63.0,1,2,0.0,0.0,0.5
W0048,2025-06-02,38.0,1,1,0.0,0.0,1.0
W0049,2025-01-04,32.0,1,1,0.0,0.0,1.0
W0049,2025-03-03,4.0,1,1,0.0,0.0,1.0
W0050,2025-02-21,26.0,1,1,0.0,0.0,1.0
W0050,2025-04-10,28.0,1,1,0.0,0.0,1.0
W0050,2025-05-01,10.0,1,1,0.0,0.0,1.0
W0051,2025-01-19,14.0,1,1,0.0,0.0,1.0
W0051,2025-03-03,10.0,1,1,0.0,0.0,1.0
W0051,2025-03-25,36.0,1,1,8.0,4.5,1.0
W0051,2025-04-02,9.0,1,1,0.0,0.0,1.0
W0051,2025-04-12,47.0,1,1,0.0,0.0,1.0
W0051,2025-04-28,17.0,1,1,0.0,0.0,1.0
W0051,2025-06-05,10.0,1,1,0.0,0.0,1.0
W0052,2025-04-12,32.0,1,1,0.0,0.0,1.0
W0052,2025-04-13,39.0,1,1,0.0,0.0,1.0
W0052,2025-05-05,41.0,1,1,0.0,0.0,1.0
W0052,2025-05-07,16.0,1,1,0.0,0.0,1.0
W0052,2025-05-24,39.0,1,1,0.0,0.0,1.0
W0052,2025-06-15,29.0,1,1,0.0,0.0,1.0
W0053,2025-03-12,41.0,1,1,0.0,0.0,1.0
W0053,2025-04-14,40.0,1,1,0.0,0.0,1.0
W0053,2025-05-28,46.0,1,1,0.0,0.0,1.0
W0054,2025-03-21,21.0,1,1,17.0,1.2352941176470589,1.0
W0054,2025-04-20,46.0,1,1,0.0,0.0,1.0
W0054,2025-05-15,29.0,1,1,0.0,0.0,1.0
W0054,2025-06-12,18.0,1,1,0.0,0.0,1.0
W0055,2025-01-30,41.0,1,1,0.0,0.0,1.0
W0055,2025-02-08,34.0,1,1,7.0,4.857142857142857,1.0
W0055,2025-03-12,46.0,1,2,0.0,0.0,0.5
W0055,2025-03-27,17.0,1,1,0.0,0.0,1.0
W0055,2025-03-30,33.0,1,1,0.0,0.0,1.0
W0055,2025-06-12,14.0,1,1,0.0,0.0,1.0
W0056,2025-02-26,3.0,1,1,10.0,0.3,1.0
W0056,2025-03-25,75.0,1,2,0.0,0.0,0.5
W0056,2025-04-04,50.0,1,2,6.0,8.333333333333334,0.5
W0056,2025-04-09,5.0,1,1,0.0,0.0,1.0
W0056,2025-06-04,18.0,1,1,0.0,0.0,1.0
W0056,2025-06-27,6.0,1,1,7.0,0.8571428571428571,1.0
W0057,2025-01-27,19.0,1,1,6.0,3.1666666666666665,1.0
W0057,2025-03-18,13.0,1,1,0.0,0.0,1.0
W0057,2025-04-08,41.0,1,1,0.0,0.0,1.0
W0058,2025-02-12,2.0,1,1,10.0,0.2,1.0
W0058,2025-03-09,59.0,1,2,0.0,0.0,0.5
W0058,2025-04-07,29.0,1,2,0.0,0.0,0.5
W0058,2025-06-01,49.0,1,1,0.0,0.0,1.0
W0059,2025-03-15,21.0,1,1,0.0,0.0,1.0
W0059,2025-04-08,20.0,1,1,0.0,0.0,1.0
W0059,2025-05-09,33.0,1,1,0.0,0.0,1.0
W0059,2025-06-26,13.0,1,1,6.0,2.1666666666666665,1.0
W0059,2025-06-28,18.0,1,1,0.0,0.0,1.0
W0060,2025-01-14,9.0,1,1,7.0,1.2857142857142858,1.0
W0061,2025-02-07,25.0,1,1,0.0,0.0,1.0
W0061,2025-02-19,13.0,1,1,0.0,0.0,1.0
W0061,2025-05-12,49.0,1,1,0.0,0.0,1.0
W0061,2025-06-03,22.0,1,1,0.0,0.0,1.0
W0062,2025-05-26,19.0,1,1,0.0,0.0,1.0
W0062,2025-06-17,25.0,2,2,0.0,0.0,1.0
W0063,2025-06-17,40.0,1,1,0.0,0.0,1.0
W0064,2025-02-07,4.0,1,1,15.0,0.26666666666666666,1.0
W0064,2025-03-02,19.0,1,1,0.0,0.0,1.0
W0064,2025-03-16,47.0,1,1,0.0,0.0,1.0
W0064,2025-04-14,39.0,1,1,0.0,0.0,1.0
W0064,2025-06-04,27.0,1,1,0.0,0.0,1.0
W0064,2025-06-20,11.0,1,1,0.0,0.0,1.0
W0065,2025-02-13,24.0,1,1,0.0,0.0,1.0
W0065,2025-04-15,49.0,1,1,0.0,0.0,1.0
W0065,2025-05-23,38.0,1,1,0.0,0.0,1.0
W0065,2025-05-27,14.0,1,1,0.0,0.0,1.0
W0065,2025-06-21,4.0,1,1,0.0,0.0,1.0
W0066,2025-01-05,6.0,1,1,0.0,0.0,1.0
W0067,2025-03-13,36.0,1,1,0.0,0.0,1.0
W0067,2025-03-24,26.0,1,1,8.0,3.25,1.0
W0067,2025-03-29,35.0,1,2,9.0,3.888888888888889,0.5
W0067,2025-04-17,37.0,1,1,0.0,0.0,1.0
W0067,2025-04-20,30.0,1,1,0.0,0.0,1.0
W0067,2025-04-23,31.0,1,1,0.0,0.0,1.0
W0067,2025-05-20,3.0,1,1,0.0,0.0,1.0
W0068,2025-01-12,14.0,1,1,8.0,1.75,1.0
W0068,2025-01-25,2.0,1,1,0.0,0.0,1.0
W0068,2025-04-18,33.0,1,1,0.0,0.0,1.0
W0069,2025-01-22,23.0,1,1,0.0,0.0,1.0
W0069,2025-01-24,28.0,1,1,0.0,0.0,1.0
W0069,2025-01-30,49.0,1,1,0.0,0.0,1.0
W0069,2025-05-09,38.0,1,1,6.0,6.333333333333333,1.0
W0069,2025-06-20,28.0,1,1,0.0,0.0,1.0
W0070,2025-01-08,1.0,1,1,0.0,0.0,1.0
W0070,2025-05-02,49.0,1,1,0.0,0.0,1.0
W0070,2025-05-29,34.0,1,1,0.0,0.0,1.0
W0070,2025-06-04,17.0,1,1,0.0,0.0,1.0
W0070,2025-06-25,9.0,1,1,0.0,0.0,1.0
W0071,2025-01-08,19.0,1,1,0.0,0.0,1.0
W0071,2025-01-28,42.0,1,1,0.0,0.0,1.0
W0071,2025-03-23,7.0,1,1,0.0,0.0,1.0
W0071,2025-04-06,44.0,1,1,0.0,0.0,1.0
W0072,2025-01-12,67.0,1,2,0.0,0.0,0.5
W0072,2025-04-22,37.0,1,1,0.0,0.0,1.0
W0072,2025-05-21,17.0,1,1,0.0,0.0,1.0
W0072,2025-06-07,3.0,1,1,0.0,0.0,1.0
W0073,2025-01-16,5.0,1,1,0.0,0.0,1.0
W0073,2025-01-29,45.0,1,1,0.0,0.0,1.0
W0073,2025-05-03,25.0,1,1,8.0,3.125,1.0
W0073,2025-06-11,11.0,1,1,0.0,0.0,1.0
W0073,2025-06-27,33.0,1,1,0.0,0.0,1.0
W0074,2025-01-24,30.0,1,1,0.0,0.0,1.0
W0074,2025-05-06,32.0,1,1,0.0,0.0,1.0
W0075,2025-01-27,24.0,1,1,0.0,0.0,1.0
W0075,2025-02-25,27.0,1,1,0.0,0.0,1.0
W0075,2025-03-02,26.0,1,1,6.0,4.333333333333333,1.0
W0075,2025-03-16,17.0,1,1,0.0,0.0,1.0
W0075,2025-05-02,47.0,1,1,0.0,0.0,1.0
W0075,2025-05-22,64.0,1,2,0.0,0.0,0.5
W0075,2025-06-08,51.0,1,2,7.0,7.285714285714286,0.5
W0076,2025-02-02,40.0,1,1,6.0,6.666666666666667,1.0
W0076,2025-02-06,49.0,1,1,0.0,0.0,1.0
W0076,2025-06-19,12.0,1,1,0.0,0.0,1.0
W0077,2025-01-12,42.0,1,1,0.0,0.0,1.0
W0077,2025-02-02,16.0,1,1,0.0,0.0,1.0
W0077,2025-02-16,36.0,1,1,0.0,0.0,1.0
W0077,2025-04-12,12.0,1,1,0.0,0.0,1.0
W0078,2025-01-23,34.0,1,1,6.0,5.666666666666667,1.0
W0078,2025-02-06,48.0,1,1,0.0,0.0,1.0
W0078,2025-02-18,12.0,1,1,0.0,0.0,1.0
W0078,2025-05-20,19.0,1,1,0.0,0.0,1.0
W0078,2025-06-26,41.0,1,1,0.0,0.0,1.0
W0078,2025-06-29,41.0,1,1,0.0,0.0,1.0
W0079,2025-02-03,36.0,1,1,0.0,0.0,1.0
W0079,2025-04-05,36.0,1,1,0.0,0.0,1.0
W0079,2025-04-13,40.0,1,1,8.0,5.0,1.0
W0079,2025-06-10,40.0,1,1,0.0,0.0,1.0
W0080,2025-01-11,46.0,1,1,0.0,0.0,1.0
W0080,2025-02-19,17.0,1,1,0.0,0.0,1.0
W0081,2025-01-15,23.0,1,1,0.0,0.0,1.0
W0081,2025-02-25,38.0,1,1,0.0,0.0,1.0
W0081,2025-03-06,11.0,1,1,0.0,0.0,1.0
W0081,2025-03-10,41.0,1,1,0.0,0.0,1.0
W0081,2025-03-27,24.0,1,1,0.0,0.0,1.0
W0081,2025-04-22,61.0,1,2,0.0,0.0,0.5
W0081,2025-06-20,43.0,1,1,0.0,0.0,1.0
W0082,2025-02-01,2.0,1,1,0.0,0.0,1.0
W0082,2025-02-23,1.0,1,1,0.0,0.0,1.0
W0082,2025-03-13,19.0,1,1,0.0,0.0,1.0
W0083,2025-04-29,32.0,1,1,6.0,5.333333333333333,1.0
W0083,2025-05-11,18.0,1,1,0.0,0.0,1.0
W0083,2025-05-14,15.0,1,1,0.0,0.0,1.0
W0083,2025-05-17,41.0,1,1,0.0,0.0,1.0
W0083,2025-06-24,26.0,1,1,0.0,0.0,1.0
W0084,2025-01-11,1.0,1,1,0.0,0.0,1.0
W0084,2025-01-18,16.0,1,1,0.0,0.0,1.0
W0084,2025-01-25,9.0,1,1,0.0,0.0,1.0
W0084,2025-06-27,32.0,1,1,0.0,0.0,1.0
W0085,2025-01-05,66.0,1,2,0.0,0.0,0.5
W0085,2025-03-24,22.0,1,1,0.0,0.0,1.0
W0085,2025-06-04,16.0,1,1,0.0,0.0,1.0
W0085,2025-06-12,34.0,1,1,0.0,0.0,1.0
W0085,2025-06-22,41.0,1,1,0.0,0.0,1.0
W0085,2025-06-23,11.0,1,1,0.0,0.0,1.0
W0086,2025-01-31,12.0,1,1,0.0,0.0,1.0
W0086,2025-03-06,1.0,1,1,10.0,0.1,1.0
W0086,2025-04-05,30.0,1,1,8.0,3.75,1.0
W0086,2025-05-08,3.0,1,1,0.0,0.0,1.0
W0086,2025-05-18,18.0,1,1,0.0,0.0,1.0
W0086,2025-06-08,4.0,1,1,0.0,0.0,1.0
W0087,2025-01-16,30.0,1,1,0.0,0.0,1.0
W0087,2025-02-14,24.0,1,1,0.0,0.0,1.0
W0087,2025-03-19,7.0,1,1,0.0,0.0,1.0
W0087,2025-05-09,9.0,1,1,0.0,0.0,1.0
W0087,2025-05-28,7.0,1,1,0.0,0.0,1.0
W0087,2025-06-02,5.0,1,1,9.0,0.5555555555555556,1.0
W0087,2025-06-06,42.0,1,1,0.0,0.0,1.0
W0088,2025-01-27,20.0,1,1,7.0,2.857142857142857,1.0
W0088,2025-03-12,38.0,1,1,0.0,0.0,1.0
W0088,2025-03-16,42.0,1,1,0.0,0.0,1.0
W0088,2025-03-21,63.0,1,2,0.0,0.0,0.5
W0089,2025-02-20,31.0,1,1,0.0,0.0,1.0
W0089,2025-03-15,20.0,1,1,0.0,0.0,1.0
W0089,2025-04-12,37.0,1,2,0.0,0.0,0.5
W0089,2025-05-28,21.0,1,1,0.0,0.0,1.0
W0089,2025-06-27,15.0,1,1,0.0,0.0,1.0
W0090,2025-04-07,31.0,1,1,0.0,0.0,1.0
W0090,2025-04-28,7.0,1,1,0.0,0.0,1.0
W0091,2025-01-30,27.0,1,1,0.0,0.0,1.0
W0091,2025-02-01,6.0,1,1,0.0,0.0,1.0
W0091,2025-02-28,32.0,1,1,0.0,0.0,1.0
W0091,2025-04-06,6.0,1,1,0.0,0.0,1.0
W0091,2025-04-14,14.0,1,1,0.0,0.0,1.0
W0091,2025-04-15,20.0,1,1,0.0,0.0,1.0
W0091,2025-04-29,12.0,1,1,0.0,0.0,1.0
W0091,2025-05-31,43.0,1,1,0.0,0.0,1.0
W0092,2025-01-23,47.0,1,1,0.0,0.0,1.0
W0092,2025-03-07,25.0,1,1,6.0,4.166666666666667,1.0
W0092,2025-03-14,19.0,1,1,0.0,0.0,1.0
W0092,2025-05-09,8.0,1,1,0.0,0.0,1.0
W0092,2025-05-16,24.0,1,1,6.0,4.0,1.0
W0092,2025-05-24,23.0,1,1,9.0,2.5555555555555554,1.0
W0092,2025-06-25,9.0,1,1,0.0,0.0,1.0
W0093,2025-01-09,41.0,1,1,0.0,0.0,1.0
W0093,2025-01-27,15.0,1,1,0.0,0.0,1.0
W0093,2025-02-08,47.0,1,1,0.0,0.0,1.0
W0093,2025-02-21,25.0,1,1,0.0,0.0,1.0
W0093,2025-03-03,28.0,1,1,0.0,0.0,1.0
W0093,2025-03-07,32.0,1,1,0.0,0.0,1.0
W0093,2025-04-08,27.0,1,1,8.0,3.375,1.0
W0093,2025-04-27,16.0,1,1,0.0,0.0,1.0
W0093,2025-06-20,4.0,1,1,0.0,0.0,1.0
W0093,2025-06-23,19.0,1,1,0.0,0.0,1.0
W0094,2025-01-21,5.0,1,1,0.0,0.0,1.0
W0094,2025-01-26,42.0,2,2,0.0,0.0,1.0
W0094,2025-02-13,14.0,1,1,0.0,0.0,1.0
W0094,2025-03-30,11.0,1,1,6.0,1.8333333333333333,1.0
W0095,2025-02-14,49.0,1,1,0.0,0.0,1.0
W0095,2025-05-03,7.0,1,1,0.0,0.0,1.0
W0095,2025-05-16,49.0,1,1,0.0,0.0,1.0
W0096,2025-04-15,16.0,1,1,0.0,0.0,1.0
W0096,2025-05-11,4.0,1,1,0.0,0.0,1.0
W0096,2025-05-23,40.0,1,1,0.0,0.0,1.0
W0097,2025-01-06,35.0,1,1,0.0,0.0,1.0
W0097,2025-02-10,33.0,1,1,0.0,0.0,1.0
W0097,2025-03-08,45.0,1,1,0.0,0.0,1.0
W0097,2025-03-22,35.0,1,1,0.0,0.0,1.0
W0097,2025-04-25,49.0,1,1,0.0,0.0,1.0
W0098,2025-01-29,20.0,1,1,0.0,0.0,1.0
W0098,2025-03-02,47.0,1,1,0.0,0.0,1.0
W0098,2025-04-12,26.0,1,1,6.0,4.333333333333333,1.0
W0098,2025-04-15,42.0,1,1,0.0,0.0,1.0
W0098,2025-05-29,8.0,1,1,0.0,0.0,1.0
W0098,2025-06-20,45.0,1,1,0.0,0.0,1.0
W0098,2025-06-23,7.0,1,1,0.0,0.0,1.0
W0099,2025-01-09,88.0,2,2,0.0,0.0,1.0
W0099,2025-01-27,20.0,1,1,0.0,0.0,1.0
W0099,2025-01-31,41.0,1,1,9.0,4.555555555555555,1.0
W0099,2025-03-19,3.0,1,1,0.0,0.0,1.0
W0099,2025-04-21,26.0,1,1,0.0,0.0,1.0
W0099,2025-04-23,44.0,1,1,9.0,4.888888888888889,1.0
W0099,2025-04-26,46.0,1,1,0.0,0.0,1.0
W0099,2025-05-20,43.0,1,1,8.0,5.375,1.0
W0100,2025-02-24,12.0,1,1,0.0,0.0,1.0
W0100,2025-03-09,26.0,1,1,0.0,0.0,1.0
W0100,2025-03-30,4.0,1,1,8.0,0.5,1.0
W0100,2025-04-15,40.0,1,1,0.0,0.0,1.0
W0100,2025-04-22,42.0,1,1,0.0,0.0,1.0
W0101,2025-02-04,2.0,1,1,0.0,0.0,1.0
W0101,2025-02-22,15.0,1,1,0.0,0.0,1.0
W0101,2025-03-19,41.0,1,1,8.0,5.125,1.0
W0101,2025-04-08,42.0,1,1,13.0,3.230769230769231,1.0
W0101,2025-05-02,38.0,1,1,8.0,4.75,1.0
W0102,2025-02-12,38.0,1,1,14.0,2.7142857142857144,1.0
W0102,2025-02-21,36.0,1,1,0.0,0.0,1.0
W0102,2025-03-14,15.0,1,1,0.0,0.0,1.0
W0102,2025-03-29,49.0,2,2,0.0,0.0,1.0
