shift,date,workers_present,total_pick,avg_pick_rate,demand_20pct,workers_required_20pct,workers_if_absent,throughput_if_absent,staffing_gap
Evening,2025-05-06,15,340.0,0.43333333333333335,408.0,118,14,48.53333333333333,103
Evening,2025-05-07,14,377.0,0.0,452.4,0,13,0.0,-14
Evening,2025-05-08,11,315.0,0.18181818181818182,378.0,260,10,14.545454545454547,249
Evening,2025-05-09,14,378.0,0.0,453.59999999999997,0,13,0.0,-14
Evening,2025-05-10,10,242.0,0.0,290.4,0,9,0.0,-10
Evening,2025-05-11,13,321.0,0.0,385.2,0,12,0.0,-13
Evening,2025-05-12,16,363.0,0.0,435.59999999999997,0,15,0.0,-16
Evening,2025-05-13,7,203.0,0.0,243.6,0,6,0.0,-7
Evening,2025-05-14,7,154.0,0.0,184.79999999999998,0,6,0.0,-7
Evening,2025-05-15,11,295.0,0.0,354.0,0,10,0.0,-11
Evening,2025-05-16,11,237.0,0.42424242424242425,284.4,84,10,33.93939393939394,73
Evening,2025-05-17,13,263.0,0.5769230769230769,315.59999999999997,69,12,55.38461538461538,56
Evening,2025-05-18,10,295.0,0.0,354.0,0,9,0.0,-10
Evening,2025-05-19,11,335.0,0.0,402.0,0,10,0.0,-11
Evening,2025-05-20,15,442.0,0.15833333333333333,530.4,419,14,17.733333333333334,404
Evening,2025-05-21,12,251.0,0.0,301.2,0,11,0.0,-12
Evening,2025-05-22,10,266.0,0.22999999999999998,319.2,174,9,16.56,164
Evening,2025-05-23,9,244.0,0.23333333333333334,292.8,157,8,14.933333333333334,148
Evening,2025-05-24,16,410.0,0.0,492.0,0,15,0.0,-16
Evening,2025-05-25,12,436.0,0.0,523.1999999999999,0,11,0.0,-12
Evening,2025-05-26,10,271.0,0.0,325.2,0,9,0.0,-10
Evening,2025-05-27,10,222.0,0.0,266.4,0,9,0.0,-10
Evening,2025-05-28,13,335.0,0.0,402.0,0,12,0.0,-13
Evening,2025-05-29,17,452.0,0.0,542.4,0,16,0.0,-17
Evening,2025-05-30,9,179.0,0.12698412698412698,214.79999999999998,212,8,8.126984126984127,203
Evening,2025-05-31,15,410.0,0.04,492.0,1538,14,4.48,1523
Evening,2025-06-01,11,296.0,0.8363636363636363,355.2,54,10,66.9090909090909,43
Evening,2025-06-02,11,204.0,0.0,244.79999999999998,0,10,0.0,-11
Evening,2025-06-03,16,473.0,0.03125,567.6,2271,15,3.75,2255
Evening,2025-06-04,19,522.0,0.48026315789473684,626.4,164,18,69.15789473684211,145
Evening,2025-06-05,16,289.0,0.0,346.8,0,15,0.0,-16
Evening,2025-06-06,18,483.0,0.0,579.6,0,17,0.0,-18
Evening,2025-06-07,13,389.0,0.0,466.79999999999995,0,12,0.0,-13
Evening,2025-06-08,10,246.0,0.0,295.2,0,9,0.0,-10
Evening,2025-06-09,12,214.0,0.03125,256.8,1028,11,2.75,1016
Evening,2025-06-10,7,95.0,0.0,114.0,0,6,0.0,-7
Evening,2025-06-11,10,200.0,0.0,240.0,0,9,0.0,-10
Evening,2025-06-12,9,260.0,0.0,312.0,0,8,0.0,-9
Evening,2025-06-13,8,223.0,0.6964285714285714,267.59999999999997,49,7,39.0,41
Evening,2025-06-14,16,381.0,0.08035714285714286,457.2,712,15,9.642857142857144,696
Evening,2025-06-15,12,397.0,0.32142857142857145,476.4,186,11,28.28571428571429,174
Evening,2025-06-16,7,181.0,0.0,217.2,0,6,0.0,-7
Evening,2025-06-17,16,441.0,0.94375,529.1999999999999,71,15,113.25,55
Evening,2025-06-18,13,242.0,0.0,290.4,0,12,0.0,-13
Evening,2025-06-19,10,203.0,0.5625,243.6,55,9,40.5,45
Evening,2025-06-20,14,361.0,0.0625,433.2,867,13,6.5,853
Evening,2025-06-21,11,261.0,0.5303030303030303,313.2,74,10,42.42424242424242,63
Evening,2025-06-22,11,301.0,0.0,361.2,0,10,0.0,-11
Evening,2025-06-23,11,249.0,0.0,298.8,0,10,0.0,-11
Evening,2025-06-24,17,366.0,0.03529411764705882,439.2,1556,16,4.517647058823529,1539
Evening,2025-06-25,13,314.0,0.7338217338217338,376.8,65,12,70.44688644688644,52
Evening,2025-06-26,17,514.0,0.0,616.8,0,16,0.0,-17
Evening,2025-06-27,10,203.0,0.15,243.6,203,9,10.799999999999999,193
Evening,2025-06-28,19,554.0,0.09022556390977443,664.8,922,18,12.992481203007518,903
Evening,2025-06-29,8,116.0,0.0,139.2,0,7,0.0,-8
Morning,2025-01-01,23,541.0,0.08152173913043478,649.1999999999999,996,22,14.347826086956522,973
Morning,2025-01-02,23,588.0,0.0,705.6,0,22,0.0,-23
Morning,2025-01-03,26,629.0,0.16666666666666666,754.8,567,25,33.33333333333333,541
Morning,2025-01-04,22,548.0,0.0,657.6,0,21,0.0,-22
Morning,2025-01-05,28,665.0,0.0,798.0,0,27,0.0,-28
Morning,2025-01-06,24,656.0,0.0375,787.1999999999999,2624,23,6.8999999999999995,2600
Morning,2025-01-07,23,563.0,0.0,675.6,0,22,0.0,-23
Morning,2025-01-08,17,327.0,0.0,392.4,0,16,0.0,-17
Morning,2025-01-09,17,576.0,0.18627450980392157,691.1999999999999,464,16,23.84313725490196,447
Morning,2025-01-10,22,564.0,0.0,676.8,0,21,0.0,-22
Morning,2025-01-11,17,540.0,0.4058823529411764,648.0,200,16,51.95294117647058,183
Morning,2025-01-12,25,690.0,0.12488888888888888,828.0,829,24,23.978666666666665,804
Morning,2025-01-13,21,502.0,0.0,602.4,0,20,0.0,-21
Morning,2025-01-14,19,662.0,0.5538847117794485,794.4,180,18,79.75939849624059,161
Morning,2025-01-15,25,699.0,0.17600000000000002,838.8,596,24,33.792,571
Morning,2025-01-16,19,503.0,0.0,603.6,0,18,0.0,-19
Morning,2025-01-17,22,604.0,0.494949494949495,724.8,184,21,83.15151515151516,162
Morning,2025-01-18,32,850.0,0.053125,1020.0,2400,31,13.174999999999999,2368
Morning,2025-01-19,17,427.0,0.0,512.4,0,16,0.0,-17
Morning,2025-01-20,26,678.0,0.3786324786324787,813.6,269,25,75.72649572649574,243
Morning,2025-01-21,28,684.0,0.16517857142857142,820.8,622,27,35.67857142857143,594
Morning,2025-01-22,26,671.0,0.02692307692307692,805.1999999999999,3739,25,5.384615384615384,3713
Morning,2025-01-23,28,704.0,0.07857142857142858,844.8,1344,27,16.971428571428575,1316
Morning,2025-01-24,25,616.0,0.28,739.1999999999999,330,24,53.760000000000005,305
Morning,2025-01-25,30,694.0,0.0,832.8,0,29,0.0,-30
Morning,2025-01-26,25,656.0,0.3257777777777778,787.1999999999999,303,24,62.54933333333334,278
Morning,2025-01-27,23,581.0,0.0,697.1999999999999,0,22,0.0,-23
Morning,2025-01-28,17,234.0,0.11951447245564892,280.8,294,16,15.297852474323062,277
Morning,2025-01-29,24,474.0,0.0,568.8,0,23,0.0,-24
Morning,2025-01-30,25,679.0,0.0,814.8,0,24,0.0,-25
Morning,2025-01-31,20,566.0,0.4706349206349206,679.1999999999999,181,19,71.53650793650793,161
Morning,2025-02-01,21,534.0,0.10799319727891156,640.8,742,20,17.27891156462585,721
Morning,2025-02-02,38,1111.0,0.14614661654135339,1333.2,1141,37,43.2593984962406,1103
Morning,2025-02-03,24,656.0,0.5361111111111111,787.1999999999999,184,23,98.64444444444445,160
Morning,2025-02-04,26,621.0,0.05,745.1999999999999,1863,25,10.0,1837
Morning,2025-02-05,24,625.0,0.0,750.0,0,23,0.0,-24
Morning,2025-02-06,16,490.0,0.33263888888888893,588.0,221,15,39.91666666666667,205
Morning,2025-02-07,27,725.0,0.07037037037037036,870.0,1546,26,14.637037037037036,1519
Morning,2025-02-08,16,429.0,0.0,514.8,0,15,0.0,-16
Morning,2025-02-09,14,288.0,0.0,345.59999999999997,0,13,0.0,-14
Morning,2025-02-10,27,649.0,0.12896825396825398,778.8,755,26,26.82539682539683,728
Morning,2025-02-11,20,541.0,0.10500000000000001,649.1999999999999,773,19,15.96,753
Morning,2025-02-12,27,649.0,0.2345679012345679,778.8,416,26,48.79012345679012,389
Morning,2025-02-13,31,919.0,0.0,1102.8,0,30,0.0,-31
Morning,2025-02-14,16,397.0,0.0,476.4,0,15,0.0,-16
Morning,2025-02-15,19,587.0,0.23684210526315788,704.4,372,18,34.10526315789473,353
Morning,2025-02-16,23,649.0,0.0,778.8,0,22,0.0,-23
Morning,2025-02-17,16,361.0,0.0,433.2,0,15,0.0,-16
Morning,2025-02-18,19,542.0,0.17017543859649123,650.4,478,18,24.50526315789474,459
Morning,2025-02-19,18,353.0,0.03333333333333333,423.59999999999997,1589,17,4.533333333333333,1571
Morning,2025-02-20,27,706.0,0.5007201646090536,847.1999999999999,212,26,104.14979423868314,185
Morning,2025-02-21,29,763.0,0.0,915.6,0,28,0.0,-29
Morning,2025-02-22,31,751.0,0.24731182795698925,901.1999999999999,456,30,59.35483870967742,425
Morning,2025-02-23,30,809.0,0.17777777777777776,970.8,683,29,41.24444444444444,653
Morning,2025-02-24,17,457.0,0.0,548.4,0,16,0.0,-17
Morning,2025-02-25,25,602.0,0.18,722.4,502,24,34.56,477
Morning,2025-02-26,20,541.0,0.0,649.1999999999999,0,19,0.0,-20
Morning,2025-02-27,24,516.0,0.125,619.1999999999999,620,23,23.0,596
Morning,2025-02-28,25,621.0,0.085,745.1999999999999,1096,24,16.32,1071
Morning,2025-03-01,19,483.0,0.11804511278195488,579.6,614,18,16.998496240601504,595
Morning,2025-03-02,26,644.0,0.0,772.8,0,25,0.0,-26
Morning,2025-03-03,20,434.0,0.06875,520.8,947,19,10.450000000000001,927
Morning,2025-03-04,19,531.0,0.0,637.1999999999999,0,18,0.0,-19
Morning,2025-03-05,21,525.0,0.2654761904761905,630.0,297,20,42.476190476190474,276
Morning,2025-03-06,32,928.0,0.0,1113.6,0,31,0.0,-32
Morning,2025-03-07,16,365.0,0.0,438.0,0,15,0.0,-16
Morning,2025-03-08,20,543.0,0.3410714285714286,651.6,239,19,51.84285714285714,219
Morning,2025-03-09,19,443.0,0.3684210526315789,531.6,181,18,53.05263157894736,162
Morning,2025-03-10,32,855.0,0.39010416666666664,1026.0,329,31,96.74583333333332,297
Morning,2025-03-11,27,694.0,0.0,832.8,0,26,0.0,-27
Morning,2025-03-12,31,726.0,0.2344086021505376,871.1999999999999,465,30,56.258064516129025,434
Morning,2025-03-13,19,499.0,0.0,598.8,0,18,0.0,-19
Morning,2025-03-14,22,490.0,0.36363636363636365,588.0,203,21,61.09090909090909,181
Morning,2025-03-15,25,580.0,0.155,696.0,562,24,29.759999999999998,537
Morning,2025-03-16,22,610.0,0.11616161616161617,732.0,788,21,19.515151515151516,766
Morning,2025-03-17,24,559.0,0.0,670.8,0,23,0.0,-24
Morning,2025-03-18,31,849.0,0.0,1018.8,0,30,0.0,-31
Morning,2025-03-19,22,631.0,0.0,757.1999999999999,0,21,0.0,-22
Morning,2025-03-20,15,281.0,0.0,337.2,0,14,0.0,-15
Morning,2025-03-21,29,773.0,0.3232758620689655,927.5999999999999,359,28,72.41379310344828,330
Morning,2025-03-22,25,681.0,0.0,817.1999999999999,0,24,0.0,-25
Morning,2025-03-23,24,607.0,0.23263888888888887,728.4,392,23,42.80555555555555,368
Morning,2025-03-24,27,706.0,0.0,847.1999999999999,0,26,0.0,-27
Morning,2025-03-25,19,493.0,0.017543859649122806,591.6,4216,18,2.526315789473684,4197
Morning,2025-03-26,27,604.0,0.05555555555555555,724.8,1631,26,11.555555555555555,1604
Morning,2025-03-27,22,485.0,0.17676767676767677,582.0,412,21,29.696969696969695,390
Morning,2025-03-28,24,671.0,0.0,805.1999999999999,0,23,0.0,-24
Morning,2025-03-29,26,754.0,0.0,904.8,0,25,0.0,-26
Morning,2025-03-30,27,675.0,0.1388888888888889,810.0,729,26,28.88888888888889,702
Morning,2025-03-31,24,726.0,0.1875,871.1999999999999,581,23,34.5,557
Morning,2025-04-01,21,432.0,0.0,518.4,0,20,0.0,-21
Morning,2025-04-02,25,598.0,0.0,717.6,0,24,0.0,-25
Morning,2025-04-03,20,454.0,0.40166666666666667,544.8,170,19,61.053333333333335,150
Morning,2025-04-04,20,578.0,0.0,693.6,0,19,0.0,-20
Morning,2025-04-05,25,617.0,0.18857142857142858,740.4,491,24,36.205714285714286,466
Morning,2025-04-06,30,806.0,0.15751633986928104,967.1999999999999,768,29,36.5437908496732,738
Morning,2025-04-07,24,596.0,0.23611111111111113,715.1999999999999,379,23,43.44444444444445,355
Morning,2025-04-08,19,471.0,0.3157894736842105,565.1999999999999,224,18,45.473684210526315,205
Morning,2025-04-09,22,446.0,0.14772727272727273,535.1999999999999,453,21,24.81818181818182,431
Morning,2025-04-10,19,502.0,0.04736842105263158,602.4,1590,18,6.821052631578947,1571
Morning,2025-04-11,22,508.0,0.0,609.6,0,21,0.0,-22
Morning,2025-04-12,33,980.0,0.0,1176.0,0,32,0.0,-33
Morning,2025-04-13,24,665.0,0.0,798.0,0,23,0.0,-24
Morning,2025-04-14,29,881.0,0.35095785440613025,1057.2,377,28,78.61455938697318,348
Morning,2025-04-15,26,621.0,0.0,745.1999999999999,0,25,0.0,-26
Morning,2025-04-16,21,586.0,0.0,703.1999999999999,0,20,0.0,-21
Morning,2025-04-17,14,411.0,0.0,493.2,0,13,0.0,-14
Morning,2025-04-18,22,513.0,0.0,615.6,0,21,0.0,-22
Morning,2025-04-19,19,564.0,0.0,676.8,0,18,0.0,-19
Morning,2025-04-20,23,655.0,0.15942028985507245,786.0,617,22,28.05797101449275,594
Morning,2025-04-21,16,414.0,0.32142857142857145,496.79999999999995,194,15,38.57142857142858,178
Morning,2025-04-22,24,669.0,0.0,802.8,0,23,0.0,-24
Morning,2025-04-23,23,589.0,0.08695652173913043,706.8,1017,22,15.304347826086957,994
Morning,2025-04-24,24,668.0,0.0,801.6,0,23,0.0,-24
Morning,2025-04-25,20,645.0,0.15,774.0,645,19,22.8,625
Morning,2025-04-26,24,647.0,0.0,776.4,0,23,0.0,-24
Morning,2025-04-27,24,668.0,0.34861111111111115,801.6,288,23,64.14444444444445,264
Morning,2025-04-28,18,486.0,0.0,583.1999999999999,0,17,0.0,-18
Morning,2025-04-29,27,646.0,0.09876543209876544,775.1999999999999,982,26,20.543209876543212,955
Morning,2025-04-30,30,775.0,0.12222222222222222,930.0,952,29,28.355555555555554,922
Morning,2025-05-01,19,435.0,0.21052631578947367,522.0,310,18,30.31578947368421,291
Morning,2025-05-02,17,462.0,0.0,554.4,0,16,0.0,-17
Morning,2025-05-03,22,514.0,0.0,616.8,0,21,0.0,-22
Morning,2025-05-04,28,793.0,0.3001200480192076,951.5999999999999,397,27,64.82593037214885,369
Morning,2025-05-05,28,659.0,0.15873015873015875,790.8,623,27,34.28571428571429,595
Morning,2025-05-06,21,561.0,0.20634920634920634,673.1999999999999,408,20,33.01587301587301,387
Morning,2025-05-07,21,514.0,0.0,616.8,0,20,0.0,-21
Morning,2025-05-08,21,457.0,0.24338624338624337,548.4,282,20,38.941798941798936,261
Morning,2025-05-09,30,701.0,0.0,841.1999999999999,0,29,0.0,-30
Morning,2025-05-10,20,443.0,0.0,531.6,0,19,0.0,-20
Morning,2025-05-11,31,860.0,0.42534562211981564,1032.0,304,30,102.08294930875576,273
Morning,2025-05-12,25,690.0,0.115,828.0,900,24,22.080000000000002,875
Morning,2025-05-13,14,368.0,0.0,441.59999999999997,0,13,0.0,-14
Morning,2025-05-14,26,737.0,0.1758241758241758,884.4,629,25,35.16483516483516,603
Morning,2025-05-15,23,561.0,0.14492753623188404,673.1999999999999,581,22,25.50724637681159,558
Morning,2025-05-16,26,753.0,0.0,903.6,0,25,0.0,-26
Morning,2025-05-17,34,971.0,0.18627450980392157,1165.2,782,33,49.1764705882353,748
Morning,2025-05-18,23,575.0,0.1830917874396135,690.0,472,22,32.22415458937198,449
Morning,2025-05-19,22,635.0,0.11616161616161617,762.0,820,21,19.515151515151516,798
Morning,2025-05-20,29,860.0,0.40689655172413797,1032.0,318,28,91.1448275862069,289
Morning,2025-05-21,24,604.0,0.23958333333333334,724.8,379,23,44.083333333333336,355
Morning,2025-05-22,25,668.0,0.0,801.6,0,24,0.0,-25
Morning,2025-05-23,27,616.0,0.20884773662551442,739.1999999999999,443,26,43.440329218107,416
Morning,2025-05-24,27,808.0,0.046719922536916,969.5999999999999,2595,26,9.717743887678528,2568
Morning,2025-05-25,25,506.0,0.15257142857142855,607.1999999999999,498,24,29.29371428571428,473
Morning,2025-05-26,28,745.0,0.16262755102040818,894.0,688,27,35.12755102040817,660
Morning,2025-05-27,17,463.0,0.0,555.6,0,16,0.0,-17
Morning,2025-05-28,19,470.0,0.4447368421052631,564.0,159,18,64.04210526315788,140
Morning,2025-05-29,21,411.0,0.0,493.2,0,20,0.0,-21
Morning,2025-05-30,16,301.0,0.3402777777777778,361.2,133,15,40.833333333333336,117
Morning,2025-05-31,24,622.0,0.3125,746.4,299,23,57.5,275
Morning,2025-06-01,22,600.0,0.0,720.0,0,21,0.0,-22
Morning,2025-06-02,21,505.0,0.026455026455026457,606.0,2864,20,4.2328042328042335,2843
Morning,2025-06-03,20,479.0,0.0,574.8,0,19,0.0,-20
Morning,2025-06-04,21,600.0,0.47420634920634913,720.0,190,20,75.87301587301586,169
Morning,2025-06-05,26,684.0,0.05982905982905983,820.8,1715,25,11.965811965811966,1689
Morning,2025-06-06,26,632.0,0.0,758.4,0,25,0.0,-26
Morning,2025-06-07,29,623.0,0.021551724137931036,747.6,4337,28,4.827586206896552,4308
Morning,2025-06-08,24,644.0,0.125,772.8,773,23,23.0,749
Morning,2025-06-09,20,473.0,0.0,567.6,0,19,0.0,-20
Morning,2025-06-10,28,773.0,0.32142857142857145,927.5999999999999,361,27,69.42857142857143,333
Morning,2025-06-11,17,439.0,0.0,526.8,0,16,0.0,-17
Morning,2025-06-12,21,599.0,0.29183673469387755,718.8,308,20,46.69387755102041,287
Morning,2025-06-13,26,557.0,0.1285714285714286,668.4,650,25,25.71428571428572,624
