worker_id,total_pick,avg_pick_rate,avg_error_rate
W0414,602.0,0.30124223602484473,0.21739130434782608
W0331,479.0,0.3006535947712418,0.058823529411764705
W0461,428.0,0.3006535947712418,0.11764705882352941
W0051,514.0,0.2987012987012987,0.3181818181818182
W0436,515.0,0.2985896112831097,0.10526315789473684
W0368,364.0,0.29629629629629634,0.4666666666666667
W0251,462.0,0.29605263157894735,0.10526315789473684
W0381,553.0,0.295054945054945,0.2692307692307692
W0272,505.0,0.29375,0.15
W0346,611.0,0.29000000000000004,0.25
W0194,474.0,0.28914141414141414,0.4090909090909091
W0093,592.0,0.2845238095238095,0.47619047619047616
W0480,545.0,0.28289473684210525,0.21052631578947367
W0132,423.0,0.28205128205128205,0.15384615384615385
W0086,447.0,0.28095238095238095,0.2857142857142857
W0012,477.0,0.2785714285714286,0.175
W0028,343.0,0.2785714285714286,0.21428571428571427
W0046,483.0,0.275,0.2
W0229,390.0,0.2738095238095238,0.34375
W0469,612.0,0.27222222222222225,0.2222222222222222
W0136,347.0,0.27058823529411763,0.35294117647058826
W0055,465.0,0.2698412698412698,0.3333333333333333
W0373,559.0,0.26900584795321636,0.05263157894736842
W0319,373.0,0.2685185185185185,0.2777777777777778
W0250,532.0,0.26785714285714285,0.3333333333333333
W0366,441.0,0.26785714285714285,0.125
W0247,460.0,0.26587301587301587,0.16666666666666666
W0253,551.0,0.2644230769230769,0.19230769230769232
W0179,660.0,0.2619047619047619,0.16666666666666666
W0125,414.0,0.2569444444444444,0.4375
W0162,635.0,0.2564102564102564,0.23076923076923078
W0393,456.0,0.253125,0.25
W0401,235.0,0.25,0.2857142857142857
W0185,381.0,0.25,0.4444444444444444
W0167,472.0,0.2426470588235294,0.23529411764705882
W0143,423.0,0.2421875,0.125
W0091,428.0,0.24074074074074073,0.4444444444444444
W0080,261.0,0.23863636363636365,0.18181818181818182
W0473,634.0,0.23809523809523808,0.38095238095238093
W0221,777.0,0.23709677419354838,0.3225806451612903
W0330,470.0,0.23674242424242423,0.13636363636363635
W0155,555.0,0.23636363636363636,0.18181818181818182
W0388,316.0,0.23561507936507936,0.25
W0288,388.0,0.23529411764705882,0.17647058823529413
W0497,444.0,0.22916666666666666,0.3125
W0130,678.0,0.22916666666666666,0.375
W0181,410.0,0.22875816993464052,0.29411764705882354
W0309,520.0,0.22807017543859648,0.3157894736842105
W0448,444.0,0.226890756302521,0.35294117647058826
W0076,376.0,0.226890756302521,0.17647058823529413
W0324,508.0,0.225,0.35
W0088,355.0,0.22222222222222224,0.2857142857142857
W0172,427.0,0.2222222222222222,0.2222222222222222
W0447,582.0,0.22115384615384615,0.11538461538461539
W0397,473.0,0.2210526315789474,0.3157894736842105
W0340,587.0,0.21746031746031744,0.14285714285714285
W0117,551.0,0.2157894736842105,0.2631578947368421
W0248,306.0,0.21538461538461537,0.38461538461538464
W0065,285.0,0.21428571428571427,0.35714285714285715
W0220,503.0,0.21428571428571427,0.23809523809523808
W0271,157.0,0.212962962962963,0.4166666666666667
W0260,593.0,0.21022727272727273,0.36363636363636365
W0230,646.0,0.2086956521739131,0.30434782608695654
W0477,396.0,0.20196078431372547,0.23529411764705882
W0321,534.0,0.2011904761904762,0.2
W0034,191.0,0.2,0.3
W0484,662.0,0.2,0.3181818181818182
W0074,244.0,0.19999999999999998,0.16666666666666666
W0090,365.0,0.19791666666666666,0.125
W0222,664.0,0.19696969696969696,0.36363636363636365
W0062,280.0,0.19285714285714287,0.21428571428571427
W0278,295.0,0.18888888888888888,0.0
W0304,516.0,0.18822055137844612,0.13157894736842105
W0367,458.0,0.18300653594771243,0.058823529411764705
W0362,310.0,0.17857142857142858,0.3333333333333333
W0245,384.0,0.17777777777777776,0.26666666666666666
W0370,550.0,0.17658730158730157,0.14285714285714285
W0166,480.0,0.17647058823529413,0.35294117647058826
W0150,408.0,0.17346938775510204,0.21428571428571427
W0238,479.0,0.17105263157894737,0.2894736842105263
W0266,538.0,0.17045454545454544,0.4090909090909091
W0313,233.0,0.16999999999999998,0.4
W0026,502.0,0.16736111111111113,0.3
W0165,707.0,0.16666666666666666,0.2
W0338,530.0,0.16447368421052633,0.21052631578947367
W0425,324.0,0.16428571428571428,0.21428571428571427
W0105,344.0,0.16309523809523807,0.26666666666666666
W0457,516.0,0.16145833333333334,0.2916666666666667
W0431,549.0,0.15942028985507245,0.13043478260869565
W0481,355.0,0.15625,0.375
W0310,360.0,0.15204678362573099,0.3157894736842105
W0283,652.0,0.14666666666666667,0.2
W0100,408.0,0.14444444444444446,0.3333333333333333
W0300,421.0,0.1428571428571429,0.3333333333333333
W0424,423.0,0.14285714285714285,0.3333333333333333
W0284,541.0,0.14035087719298245,0.02631578947368421
W0022,663.0,0.13636363636363635,0.3181818181818182
W0286,399.0,0.1349206349206349,0.2222222222222222
W0050,778.0,0.1349206349206349,0.10714285714285714
W0077,336.0,0.13333333333333333,0.26666666666666666
W0483,403.0,0.1323529411764706,0.058823529411764705
W0280,744.0,0.132,0.32
W0472,457.0,0.12777777777777777,0.2777777777777778
W0068,324.0,0.125,0.21428571428571427
W0010,605.0,0.12422360248447205,0.13043478260869565
W0189,328.0,0.12346938775510205,0.14285714285714285
W0206,505.0,0.12280701754385963,0.15789473684210525
W0216,477.0,0.12205882352941178,0.29411764705882354
W0332,414.0,0.12184873949579833,0.35714285714285715
W0326,499.0,0.11904761904761904,0.30952380952380953
W0017,339.0,0.11538461538461539,0.3076923076923077
W0421,737.0,0.11413043478260869,0.21739130434782608
W0356,547.0,0.1130952380952381,0.23809523809523808
W0073,373.0,0.11029411764705882,0.29411764705882354
W0128,470.0,0.10714285714285714,0.2
W0231,350.0,0.10666666666666667,0.13333333333333333
W0297,521.0,0.10625,0.65
W0290,462.0,0.10500000000000001,0.25
W0358,535.0,0.10476190476190476,0.23809523809523808
W0342,401.0,0.10317460317460315,0.2222222222222222
W0305,583.0,0.10119047619047619,0.3333333333333333
W0265,543.0,0.09999999999999999,0.058823529411764705
W0262,403.0,0.09941520467836257,0.2631578947368421
W0437,242.0,0.09821428571428571,0.35714285714285715
W0449,390.0,0.09722222222222222,0.125
W0094,423.0,0.09649122807017543,0.21052631578947367
W0333,742.0,0.09523809523809523,0.25
W0364,488.0,0.09375,0.15
W0465,582.0,0.09333333333333334,0.24
W0406,313.0,0.09166666666666667,0.3333333333333333
W0182,445.0,0.09022556390977443,0.23684210526315788
W0163,413.0,0.08333333333333333,0.25
W0389,368.0,0.08163265306122448,0.07142857142857142
W0071,426.0,0.07936507936507936,0.2222222222222222
W0372,420.0,0.07894736842105263,0.21052631578947367
W0249,437.0,0.07894736842105263,0.3684210526315789
W0170,640.0,0.07669082125603864,0.34782608695652173
W0435,509.0,0.07602339181286549,0.10526315789473684
W0061,457.0,0.07142857142857144,0.2222222222222222
W0131,429.0,0.07142857142857142,0.11764705882352941
W0204,675.0,0.068,0.08
W0444,314.0,0.06666666666666667,0.16666666666666666
W0140,613.0,0.06538461538461539,0.19230769230769232
W0084,507.0,0.065,0.2
W0467,343.0,0.0642857142857143,0.14285714285714285
W0183,564.0,0.0625,0.15
W0471,445.0,0.058823529411764705,0.17647058823529413
W0197,441.0,0.058823529411764705,0.17647058823529413
W0263,452.0,0.058823529411764705,0.2777777777777778
W0009,579.0,0.05844155844155845,0.2727272727272727
W0252,332.0,0.0546875,0.21875
W0043,410.0,0.046875,0.1875
W0033,375.0,0.04411764705882353,0.23529411764705882
W0317,528.0,0.041176470588235294,0.35294117647058826
W0243,634.0,0.036931818181818184,0.29545454545454547
W0398,452.0,0.03676470588235294,0.20588235294117646
W0404,414.0,0.03676470588235294,0.29411764705882354
W0139,484.0,0.031818181818181815,0.2727272727272727
W0152,516.0,0.031746031746031744,0.19047619047619047
W0394,467.0,0.031578947368421054,0.21052631578947367
W0087,387.0,0.0308641975308642,0.3888888888888889
W0103,459.0,0.029239766081871347,0.34210526315789475
W0104,346.0,0.027777777777777776,0.2777777777777778
W0256,385.0,0.026785714285714284,0.14285714285714285
W0066,361.0,0.02564102564102564,0.07692307692307693
W0328,543.0,0.023809523809523808,0.23809523809523808
W0422,250.0,0.022727272727272728,0.18181818181818182
W0107,555.0,0.02222222222222222,0.275
W0374,378.0,0.0196078431372549,0.23529411764705882
W0160,543.0,0.016666666666666666,0.2
W0056,422.0,0.016666666666666666,0.3333333333333333
W0227,363.0,0.014705882352941176,0.4117647058823529
W0069,309.0,0.01428571428571428,0.5
W0176,332.0,0.008928571428571425,0.3125
W0413,412.0,0.0071428571428571435,0.14285714285714285
W0145,491.0,0.0058823529411764705,0.29411764705882354
W0036,455.0,0.0033333333333333296,0.15
W0217,520.0,0.0,0.16666666666666666
W0213,240.0,0.0,0.10714285714285714
W0495,452.0,0.0,0.2
W0211,536.0,0.0,0.19047619047619047
W0254,462.0,0.0,0.3125
W0492,484.0,0.0,0.2777777777777778
W0246,387.0,0.0,0.25
W0242,411.0,0.0,0.25
W0209,375.0,0.0,0.29411764705882354
W0024,289.0,0.0,0.2727272727272727
W0027,543.0,0.0,0.21052631578947367
W0029,409.0,0.0,0.3125
W0030,371.0,0.0,0.0625
W0016,652.0,0.0,0.4782608695652174
W0214,452.0,0.0,0.23529411764705882
W0015,403.0,0.0,0.25
W0014,440.0,0.0,0.1388888888888889
W0023,348.0,0.0,0.23076923076923078
W0018,390.0,0.0,0.23529411764705882
W0464,498.0,0.0,0.25
W0001,365.0,0.0,0.4
W0048,648.0,0.0,0.15
W0021,526.0,0.0,0.14285714285714285
W0020,194.0,0.0,0.18181818181818182
W0019,337.0,0.0,0.38461538461538464
W0005,266.0,0.0,0.4
W0177,502.0,0.0,0.15789473684210525
W0292,518.0,0.0,0.3888888888888889
W0188,297.0,0.0,0.1
W0190,536.0,0.0,0.1
W0192,392.0,0.0,0.3888888888888889
W0191,397.0,0.0,0.14285714285714285
W0168,450.0,0.0,0.2
W0175,505.0,0.0,0.18181818181818182
W0287,608.0,0.0,0.35
W0285,356.0,0.0,0.2916666666666667
W0282,399.0,0.0,0.35
W0161,324.0,0.0,0.25
W0158,468.0,0.0,0.4090909090909091
W0164,468.0,0.0,0.058823529411764705
W0173,432.0,0.0,0.15789473684210525
W0174,300.0,0.0,0.15384615384615385
W0153,416.0,0.0,0.05263157894736842
W0154,315.0,0.0,0.2857142857142857
W0146,514.0,0.0,0.3684210526315789
W0149,463.0,0.0,0.36
W0301,320.0,0.0,0.2
W0296,576.0,0.0,0.125
W0294,525.0,0.0,0.175
W0302,329.0,0.0,0.25
W0293,359.0,0.0,0.25
W0142,526.0,0.0,0.2727272727272727
W0141,450.0,0.0,0.21052631578947367
W0138,428.0,0.0,0.2
W0137,643.0,0.0,0.25
W0156,336.0,0.0,0.10714285714285714
W0289,386.0,0.0,0.46153846153846156
W0171,632.0,0.0,0.2608695652173913
W0133,399.0,0.0,0.25
W0134,447.0,0.0,0.25
W0135,249.0,0.0,0.07692307692307693
W0316,362.0,0.0,0.21428571428571427
W0307,614.0,0.0,0.38095238095238093
W0306,584.0,0.0,0.17391304347826086
W0314,478.0,0.0,0.19230769230769232
W0311,183.0,0.0,0.0
W0120,450.0,0.0,0.14285714285714285
W0119,592.0,0.0,0.2
W0116,389.0,0.0,0.07692307692307693
W0115,303.0,0.0,0.23076923076923078
W0114,613.0,0.0,0.23809523809523808
W0337,465.0,0.0,0.23529411764705882
W0122,518.0,0.0,0.3181818181818182
W0215,645.0,0.0,0.09523809523809523
W0208,596.0,0.0,0.375
W0281,410.0,0.0,0.42857142857142855
W0276,595.0,0.0,0.19047619047619047
W0279,575.0,0.0,0.2916666666666667
W0274,361.0,0.0,0.13333333333333333
W0273,408.0,0.0,0.26666666666666666
W0270,410.0,0.0,0.08333333333333333
W0275,364.0,0.0,0.15384615384615385
W0269,280.0,0.0,0.375
W0258,452.0,0.0,0.25
W0466,495.0,0.0,0.1111111111111111
W0032,475.0,0.0,0.19047619047619047
W0031,615.0,0.0,0.1
W0006,445.0,0.0,0.46875
W0011,420.0,0.0,0.16666666666666666
W0004,296.0,0.0,0.6
W0228,401.0,0.0,0.1875
W0232,644.0,0.0,0.3409090909090909
W0234,515.0,0.0,0.47368421052631576
W0237,662.0,0.0,0.23076923076923078
W0350,428.0,0.0,0.06666666666666667
W0351,424.0,0.0,0.125
W0353,272.0,0.0,0.2
W0355,110.0,0.0,0.375
W0357,414.0,0.0,0.2777777777777778
W0359,379.0,0.0,0.3076923076923077
W0360,390.0,0.0,0.05555555555555555
W0322,312.0,0.0,0.35714285714285715
W0327,527.0,0.0,0.23809523809523808
W0325,582.0,0.0,0.05
W0335,289.0,0.0,0.13333333333333333
W0329,270.0,0.0,0.06666666666666667
W0121,513.0,0.0,0.13636363636363635
W0124,630.0,0.0,0.2631578947368421
W0339,593.0,0.0,0.2
W0126,474.0,0.0,0.21052631578947367
W0111,433.0,0.0,0.3125
W0112,264.0,0.0,0.34615384615384615
W0109,627.0,0.0,0.21739130434782608
W0113,361.0,0.0,0.16666666666666666
W0106,321.0,0.0,0.4090909090909091
W0347,291.0,0.0,0.2727272727272727
W0345,232.0,0.0,0.2727272727272727
W0371,588.0,0.0,0.2692307692307692
W0178,428.0,0.0,0.5
W0186,205.0,0.0,0.4444444444444444
W0225,608.0,0.0,0.175
W0226,472.0,0.0,0.13043478260869565
W0092,651.0,0.0,0.28
W0096,419.0,0.0,0.1875
W0361,661.0,0.0,0.14285714285714285
W0363,451.0,0.0,0.23529411764705882
W0365,364.0,0.0,0.3125
W0369,294.0,0.0,0.3
W0098,550.0,0.0,0.3888888888888889
W0089,538.0,0.0,0.23809523809523808
W0382,390.0,0.0,0.4375
W0383,339.0,0.0,0.15384615384615385
W0378,409.0,0.0,0.23529411764705882
W0380,366.0,0.0,0.3125
W0082,348.0,0.0,0.21428571428571427
W0385,511.0,0.0,0.2631578947368421
W0085,656.0,0.0,0.25
W0083,463.0,0.0,0.2777777777777778
W0067,393.0,0.0,0.4375
W0070,207.0,0.0,0.5555555555555556
W0072,366.0,0.0,0.23333333333333334
W0375,469.0,0.0,0.375
W0396,461.0,0.0,0.16666666666666666
W0395,362.0,0.0,0.26666666666666666
W0390,530.0,0.0,0.2631578947368421
W0400,401.0,0.0,0.16666666666666666
W0387,195.0,0.0,0.38461538461538464
W0386,208.0,0.0,0.3
W0097,474.0,0.0,0.3333333333333333
W0344,346.0,0.0,0.06666666666666667
W0343,548.0,0.0,0.23809523809523808
W0184,334.0,0.0,0.2
W0180,573.0,0.0,0.06
W0187,381.0,0.0,0.2
W0417,307.0,0.0,0.15384615384615385
W0052,372.0,0.0,0.42857142857142855
W0053,575.0,0.0,0.13636363636363635
W0054,381.0,0.0,0.36363636363636365
W0057,477.0,0.0,0.14285714285714285
W0407,386.0,0.0,0.3125
W0410,507.0,0.0,0.23529411764705882
W0415,369.0,0.0,0.23529411764705882
W0078,372.0,0.0,0.42857142857142855
W0439,253.0,0.0,0.1111111111111111
W0438,332.0,0.0,0.2857142857142857
W0434,251.0,0.0,0.25
W0432,369.0,0.0,0.29411764705882354
W0405,593.0,0.0,0.23076923076923078
W0081,392.0,0.0,0.5
W0079,449.0,0.0,0.25
W0428,152.0,0.0,0.18181818181818182
W0429,459.0,0.0,0.0625
W0430,559.0,0.0,0.22727272727272727
W0064,336.0,0.0,0.42857142857142855
W0063,434.0,0.0,0.06666666666666667
W0060,347.0,0.0,0.058823529411764705
W0058,449.0,0.0,0.2222222222222222
W0427,357.0,0.0,0.42857142857142855
W0047,466.0,0.0,0.11764705882352941
W0042,396.0,0.0,0.25
W0039,278.0,0.0,0.08333333333333333
W0041,508.0,0.0,0.1
W0038,465.0,0.0,0.3888888888888889
W0035,516.0,0.0,0.10526315789473684
W0463,313.0,0.0,0.35714285714285715
W0460,221.0,0.0,0.4333333333333333
W0458,487.0,0.0,0.2631578947368421
W0456,594.0,0.0,0.25
W0453,335.0,0.0,0.23076923076923078
W0450,354.0,0.0,0.2777777777777778
W0049,379.0,0.0,0.13333333333333333
W0025,450.0,0.0,0.3684210526315789
W0202,407.0,0.0,0.2
W0200,526.0,0.0,0.2727272727272727
W0199,261.0,0.0,0.2727272727272727
W0198,556.0,0.0,0.4090909090909091
W0195,509.0,0.0,0.29411764705882354
W0239,435.0,0.0,0.4375
W0446,483.0,0.0,0.40350877192982454
W0445,454.0,0.0,0.23529411764705882
W0443,420.0,0.0,0.25
W0442,303.0,0.0,0.38461538461538464
W0441,412.0,0.0,0.3076923076923077
W0440,269.0,0.0,0.14285714285714285
W0218,425.0,0.0,0.5625
W0499,347.0,0.0,0.14285714285714285
W0498,322.0,0.0,0.4666666666666667
W0479,434.0,0.0,0.175
W0476,273.0,0.0,0.5
W0474,323.0,0.0,0.46153846153846156
W0490,526.0,0.0,0.4375
W0489,373.0,0.0,0.5294117647058824
W0488,377.0,0.0,0.26666666666666666
W0487,297.0,0.0,0.07692307692307693
W0486,582.0,0.0,0.25
W0485,416.0,0.0,0.3
W0482,348.0,0.0,0.5714285714285714
W0002,172.0,0.0,0.2222222222222222
