date,total_pick,avg_pick_rate,avg_error_rate
2025-02-22,1376.0,0.12994350282485875,0.2796610169491525
2025-02-23,1239.0,0.3582818930041152,0.28703703703703703
2025-02-24,1163.0,0.1096938775510204,0.30612244897959184
2025-02-25,1237.0,0.500886524822695,0.3191489361702128
2025-02-26,1059.0,0.007317073170731707,0.1951219512195122
2025-02-27,1499.0,0.19047619047619047,0.2777777777777778
2025-02-28,1486.0,0.1968390804597701,0.29310344827586204
2025-03-01,1305.0,0.23249007936507937,0.25
2025-03-02,1418.0,0.25946003401360546,0.26785714285714285
2025-03-03,1337.0,0.2570261437908497,0.28431372549019607
2025-03-04,1374.0,0.013725490196078431,0.3137254901960784
2025-03-05,876.0,0.23312499999999997,0.2
2025-03-06,1661.0,0.0,0.2288135593220339
2025-03-07,935.0,0.20561224489795918,0.2571428571428571
2025-03-08,1221.0,0.2804078995939461,0.2558139534883721
2025-03-09,972.0,0.4412698412698412,0.23809523809523808
2025-03-10,1433.0,0.4595853858784893,0.20689655172413793
2025-03-11,1309.0,0.03537735849056604,0.32075471698113206
2025-03-12,1254.0,0.13641975308641974,0.2962962962962963
2025-03-13,942.0,0.0,0.2571428571428571
2025-03-14,1190.0,0.33687943262411346,0.2978723404255319
2025-03-15,1250.0,0.23559670781893002,0.3148148148148148
2025-03-16,1128.0,0.17801932367149756,0.30434782608695654
2025-03-17,1348.0,0.0,0.15454545454545454
2025-03-18,1451.0,0.0582010582010582,0.10185185185185185
2025-03-19,1277.0,0.17995642701525053,0.27450980392156865
2025-03-20,903.0,0.0879120879120879,0.3333333333333333
2025-03-21,1330.0,0.2643939393939394,0.2727272727272727
2025-03-22,1187.0,0.08942307692307692,0.1346153846153846
2025-03-23,1043.0,0.13966318234610917,0.2926829268292683
2025-03-24,1268.0,0.1524822695035461,0.2978723404255319
2025-03-25,1232.0,0.006666666666666666,0.26
2025-03-26,1043.0,0.13636363636363635,0.25
2025-03-27,1216.0,0.29365079365079366,0.336734693877551
2025-03-28,1217.0,0.10232558139534885,0.2558139534883721
2025-03-29,1457.0,0.05048076923076923,0.21153846153846154
2025-03-30,1099.0,0.12407407407407407,0.3333333333333333
2025-03-31,1185.0,0.1125,0.2375
2025-04-01,934.0,0.04261363636363636,0.3409090909090909
2025-04-02,1190.0,0.06538461538461539,0.28846153846153844
2025-04-03,983.0,0.3126984126984127,0.25
2025-04-04,1152.0,0.11904761904761904,0.16666666666666666
2025-04-05,1147.0,0.16987577639751553,0.30434782608695654
2025-04-06,1435.0,0.08750907770515613,0.24074074074074073
2025-04-07,1019.0,0.2740079365079365,0.22916666666666666
2025-04-08,1371.0,0.3112745098039216,0.35294117647058826
2025-04-09,1188.0,0.17642857142857143,0.18
2025-04-10,1132.0,0.23799171842650105,0.1956521739130435
2025-04-11,1252.0,0.07277628032345014,0.11320754716981132
2025-04-12,1797.0,0.1908602150537634,0.24193548387096775
2025-04-13,1232.0,0.06279069767441861,0.3023255813953488
2025-04-14,1483.0,0.19572649572649573,0.27884615384615385
2025-04-15,1251.0,0.1,0.32
2025-04-16,1329.0,0.0020576131687242796,0.25925925925925924
2025-04-17,1107.0,0.09935897435897435,0.3076923076923077
2025-04-18,864.0,0.10493827160493827,0.20833333333333334
2025-04-19,1022.0,0.11779448621553885,0.18421052631578946
2025-04-20,1392.0,0.08148148148148147,0.2
2025-04-21,1024.0,0.24546485260770975,0.23809523809523808
2025-04-22,1692.0,0.35237465356512976,0.2619047619047619
2025-04-23,1131.0,0.08888888888888889,0.26666666666666666
2025-04-24,1243.0,0.0,0.1956521739130435
2025-04-25,1193.0,0.14529914529914528,0.1794871794871795
2025-04-26,1329.0,0.04285714285714286,0.24
2025-04-27,1281.0,0.308234126984127,0.22916666666666666
2025-04-28,1090.0,0.028571428571428574,0.24444444444444444
2025-04-29,1208.0,0.07333333333333333,0.31
2025-04-30,1510.0,0.23163841807909608,0.2627118644067797
2025-05-01,1289.0,0.3103864734299517,0.2826086956521739
2025-05-02,1283.0,0.0,0.3409090909090909
2025-05-03,992.0,0.13550135501355012,0.17073170731707318
2025-05-04,1501.0,0.32364832725543047,0.18867924528301888
2025-05-05,1473.0,0.08743610438525694,0.2711864406779661
2025-05-06,1324.0,0.21241830065359474,0.27450980392156865
2025-05-07,1057.0,0.0,0.2619047619047619
2025-05-08,1015.0,0.25252525252525254,0.38636363636363635
2025-05-09,1443.0,0.0,0.3333333333333333
2025-05-10,1031.0,0.1553030303030303,0.25
2025-05-11,1615.0,0.4071025020177563,0.3050847457627119
2025-05-12,1297.0,0.08413461538461539,0.25
2025-05-13,926.0,0.2553418803418803,0.11538461538461539
2025-05-14,1131.0,0.11428571428571428,0.2
2025-05-15,1118.0,0.07575757575757575,0.3068181818181818
2025-05-16,1197.0,0.14573643410852716,0.27906976744186046
2025-05-17,1494.0,0.2495291902071563,0.23728813559322035
2025-05-18,1292.0,0.08959810874704491,0.2765957446808511
2025-05-19,1227.0,0.0638888888888889,0.225
2025-05-20,1599.0,0.24439655172413793,0.23275862068965517
2025-05-21,1010.0,0.2063953488372093,0.20930232558139536
2025-05-22,1315.0,0.04791666666666666,0.28125
2025-05-23,1338.0,0.1433127572016461,0.2962962962962963
2025-05-24,1433.0,0.024258421317244847,0.41346153846153844
2025-05-25,1171.0,0.08115501519756838,0.22340425531914893
2025-05-26,1332.0,0.1246760609005507,0.2857142857142857
2025-05-27,920.0,0.1513157894736842,0.21052631578947367
2025-05-28,1195.0,0.17978723404255317,0.2127659574468085
2025-05-29,1104.0,0.13666180758017493,0.1836734693877551
2025-05-30,958.0,0.264484126984127,0.18181818181818182
2025-05-31,1313.0,0.214,0.12
2025-06-01,1235.0,0.31413043478260866,0.2971014492753623
2025-06-02,1265.0,0.1611111111111111,0.26
2025-06-03,1137.0,0.010638297872340425,0.2553191489361702
2025-06-04,1354.0,0.5137017070979335,0.24528301886792453
2025-06-05,1346.0,0.1491576162628794,0.22807017543859648
2025-06-06,1370.0,0.15178571428571427,0.30357142857142855
2025-06-07,1402.0,0.011363636363636364,0.18181818181818182
2025-06-08,1316.0,0.22557997557997556,0.3557692307692308
2025-06-09,1152.0,0.22163120567375888,0.23404255319148937
2025-06-10,1216.0,0.2421875,0.14583333333333334
2025-06-11,972.0,0.10279667422524565,0.2857142857142857
2025-06-12,1058.0,0.275436507936508,0.225
2025-06-13,1053.0,0.506312292358804,0.32558139534883723
2025-06-14,1154.0,0.17770723104056438,0.24444444444444444
2025-06-15,1213.0,0.24232804232804234,0.24444444444444444
2025-06-16,1100.0,0.39244186046511625,0.27906976744186046
2025-06-17,1400.0,0.3436058700209644,0.24528301886792453
2025-06-18,1114.0,0.2099290780141844,0.3723404255319149
2025-06-19,1027.0,0.2288510101010101,0.26136363636363635
2025-06-20,1272.0,0.07311320754716981,0.2641509433962264
2025-06-21,985.0,0.17926356589147285,0.3023255813953488
2025-06-22,1323.0,0.07407407407407408,0.1875
2025-06-23,1120.0,0.09215686274509804,0.28431372549019607
2025-06-24,1364.0,0.1,0.23636363636363636
2025-06-25,1484.0,0.2170704539125592,0.24561403508771928
2025-06-26,1701.0,0.08870967741935484,0.16129032258064516
2025-06-27,813.0,0.18978405315614616,0.32558139534883723
2025-06-28,1411.0,0.2233893557422969,0.1568627450980392
2025-06-29,1274.0,0.058695652173913045,0.1956521739130435
